06:58:01.616 INF Connecting to orderer. addrStr=3.238.250.85:10077 peerId=7
06:58:01.617 INF Connecting to orderer. addrStr=3.239.55.158:10000 peerId=0
06:58:01.618 INF Connecting to orderer. addrStr=44.192.114.181:10011 peerId=1
06:58:01.618 INF Connecting to orderer. addrStr=3.239.0.3:10022 peerId=2
06:58:01.618 INF Connecting to orderer. addrStr=3.239.101.143:10033 peerId=3
06:58:01.618 INF Connecting to orderer. addrStr=3.238.86.49:10044 peerId=4
06:58:01.618 INF Connecting to orderer. addrStr=34.204.188.33:10055 peerId=5
06:58:01.618 INF Connecting to orderer. addrStr=3.238.122.99:10066 peerId=6
06:58:02.074 INF Connected to orderer. addrStr=3.239.101.143:10033 id=3
06:58:02.077 INF Connected to orderer. addrStr=3.239.0.3:10022 id=2
06:58:02.092 INF Connected to orderer. addrStr=3.238.250.85:10077 id=7
06:58:02.093 INF Connected to orderer. addrStr=34.204.188.33:10055 id=5
06:58:02.098 INF Connected to orderer. addrStr=3.238.122.99:10066 id=6
06:58:02.110 INF Connected to orderer. addrStr=3.238.86.49:10044 id=4
06:58:02.111 INF Connected to orderer. addrStr=44.192.114.181:10011 id=1
06:58:02.142 INF Connected to orderer. addrStr=3.239.55.158:10000 id=0
06:58:02.142 INF Connected to orderers.
06:58:02.142 INF Non crashing node count. count=8
06:58:02.142 INF Updating bucket assignment. epoch=0
06:58:02.142 INF Resubmitted Requests. epoch=0 n=0
06:58:02.143 INF Setting up client timeout. clientRunTime=15000
06:58:02.143 INF Starting to submit requests. numRequests=3515
06:58:02.596 INF Request finished (out of order). clSeqNr=7
06:58:02.607 INF Request finished (out of order). clSeqNr=0
06:58:02.607 INF Request delivered (in order). clSeqNr=0
06:58:02.607 INF Request finished (out of order). clSeqNr=1
06:58:02.607 INF Request delivered (in order). clSeqNr=1
06:58:07.401 INF Request finished (out of order). clSeqNr=66
06:58:07.409 INF Request finished (out of order). clSeqNr=74
06:58:07.435 INF Request finished (out of order). clSeqNr=82
06:58:07.435 INF Request finished (out of order). clSeqNr=90
06:58:07.435 INF Request finished (out of order). clSeqNr=98
06:58:07.435 INF Request finished (out of order). clSeqNr=106
06:58:07.435 INF Request finished (out of order). clSeqNr=114
06:58:07.436 INF Request finished (out of order). clSeqNr=122
06:58:07.436 INF Request finished (out of order). clSeqNr=2
06:58:07.436 INF Request delivered (in order). clSeqNr=2
06:58:07.440 INF Request finished (out of order). clSeqNr=130
06:58:07.440 INF Request finished (out of order). clSeqNr=10
06:58:07.440 INF Request finished (out of order). clSeqNr=18
06:58:07.440 INF Request finished (out of order). clSeqNr=26
06:58:07.440 INF Request finished (out of order). clSeqNr=34
06:58:07.440 INF Request finished (out of order). clSeqNr=42
06:58:07.440 INF Request finished (out of order). clSeqNr=50
06:58:07.440 INF Request finished (out of order). clSeqNr=58
06:58:07.440 INF Request finished (out of order). clSeqNr=3
06:58:07.440 INF Request delivered (in order). clSeqNr=3
06:58:07.440 INF Request finished (out of order). clSeqNr=4
06:58:07.440 INF Request delivered (in order). clSeqNr=4
06:58:07.440 INF Request finished (out of order). clSeqNr=5
06:58:07.440 INF Request delivered (in order). clSeqNr=5
06:58:07.440 INF Request finished (out of order). clSeqNr=63
06:58:07.440 INF Request finished (out of order). clSeqNr=71
06:58:07.440 INF Request finished (out of order). clSeqNr=79
06:58:07.440 INF Request finished (out of order). clSeqNr=87
06:58:07.440 INF Request finished (out of order). clSeqNr=95
06:58:07.440 INF Request finished (out of order). clSeqNr=103
06:58:07.440 INF Request finished (out of order). clSeqNr=111
06:58:07.440 INF Request finished (out of order). clSeqNr=119
06:58:07.440 INF Request finished (out of order). clSeqNr=15
06:58:07.440 INF Request finished (out of order). clSeqNr=23
06:58:07.440 INF Request finished (out of order). clSeqNr=31
06:58:07.440 INF Request finished (out of order). clSeqNr=39
06:58:07.440 INF Request finished (out of order). clSeqNr=47
06:58:07.440 INF Request finished (out of order). clSeqNr=55
06:58:07.441 INF Request finished (out of order). clSeqNr=64
06:58:07.441 INF Request finished (out of order). clSeqNr=72
06:58:07.441 INF Request finished (out of order). clSeqNr=80
06:58:07.441 INF Request finished (out of order). clSeqNr=88
06:58:07.441 INF Request finished (out of order). clSeqNr=96
06:58:07.441 INF Request finished (out of order). clSeqNr=104
06:58:07.441 INF Request finished (out of order). clSeqNr=112
06:58:07.441 INF Request finished (out of order). clSeqNr=120
06:58:07.441 INF Request finished (out of order). clSeqNr=8
06:58:07.441 INF Request finished (out of order). clSeqNr=16
06:58:07.441 INF Request finished (out of order). clSeqNr=24
06:58:07.441 INF Request finished (out of order). clSeqNr=32
06:58:07.456 INF Request finished (out of order). clSeqNr=40
06:58:07.456 INF Request finished (out of order). clSeqNr=48
06:58:07.456 INF Request finished (out of order). clSeqNr=56
06:58:07.457 INF Request finished (out of order). clSeqNr=65
06:58:07.457 INF Request finished (out of order). clSeqNr=73
06:58:07.457 INF Request finished (out of order). clSeqNr=81
06:58:07.457 INF Request finished (out of order). clSeqNr=89
06:58:07.457 INF Request finished (out of order). clSeqNr=97
06:58:07.457 INF Request finished (out of order). clSeqNr=105
06:58:07.457 INF Request finished (out of order). clSeqNr=113
06:58:07.457 INF Request finished (out of order). clSeqNr=121
06:58:07.457 INF Request finished (out of order). clSeqNr=9
06:58:07.457 INF Request finished (out of order). clSeqNr=17
06:58:07.457 INF Request finished (out of order). clSeqNr=25
06:58:07.457 INF Request finished (out of order). clSeqNr=33
06:58:07.457 INF Request finished (out of order). clSeqNr=41
06:58:07.457 INF Request finished (out of order). clSeqNr=49
06:58:07.457 INF Request finished (out of order). clSeqNr=57
06:58:12.413 INF Request finished (out of order). clSeqNr=194
06:58:12.413 INF Request finished (out of order). clSeqNr=202
06:58:12.414 INF Request finished (out of order). clSeqNr=210
06:58:12.420 INF Request finished (out of order). clSeqNr=218
06:58:12.420 INF Request finished (out of order). clSeqNr=226
06:58:12.420 INF Request finished (out of order). clSeqNr=234
06:58:12.420 INF Request finished (out of order). clSeqNr=242
