0, 2
501, 1
1001, 6
1501, 5
2002, 5
2502, 5
3010, 4
3523, 2
4023, 1
4523, 5
5023, 7
5530, 2
6157, 2
6672, 0
7184, 0
7705, 5
8209, 2
8721, 1
9233, 1
9733, 3
10234, 1
10734, 0
11253, 0
11765, 1
12266, 1
12773, 0
13287, 0
13805, 0
14317, 2
14830, 3
15345, 1
15948, 5
16461, 1
16965, 0
17527, 0
18049, 0
18559, 1
19073, 0
19575, 1
20081, 0
20596, 2
21099, 4
21609, 0
22109, 1
22613, 0
23115, 0
23629, 0
24146, 0
24653, 0
25165, 1
25677, 1
26181, 2
27099, 3
27609, 1
28121, 0
28633, 1
29134, 0
29641, 0
30153, 0
30666, 0
31169, 0
31682, 1
32193, 1
32705, 2
33220, 2
33721, 1
34222, 3
34726, 2
35229, 1
35732, 0
36234, 0
36746, 0
37259, 0
37759, 3
38260, 1
38761, 1
39261, 0
39762, 2
40262, 2
40763, 2
41263, 1
41764, 5
42265, 1
42765, 2
43266, 2
43767, 3
44267, 1
44768, 1
45268, 1
45769, 2
46269, 3
46770, 1
47270, 1
47770, 3
48271, 1
48772, 3
49273, 3
49773, 3
50274, 1
50775, 3
51276, 1
51776, 3
52277, 1
52778, 3
53278, 2
53779, 1
54280, 1
54780, 1
55281, 1
55781, 3
56282, 2
56782, 1
57282, 1
57783, 1
58283, 2
58784, 2
59284, 2
59785, 1
60285, 2
60785, 2
61285, 2
61785, 4
62286, 1
62787, 1
63288, 2
63788, 2
64289, 2
64789, 1
65290, 2
65791, 1
66291, 2
66792, 2
67293, 2
67793, 2
68294, 2
68795, 2
69295, 1
69795, 1
70297, 1
70797, 2
71297, 2
71798, 5
72299, 2
72799, 1
73300, 1
73800, 1
74301, 1
74801, 1
75302, 1
75803, 2
76303, 2
76803, 1
77304, 0
77804, 1
78305, 1
78805, 0
79305, 2
79806, 0
80307, 0
80807, 3
81307, 1
81808, 4
82309, 1
82810, 0
83310, 0
83810, 1
84311, 0
84812, 0
85312, 0
85813, 1
86314, 0
86815, 1
87315, 0
87816, 0
88317, 0
88818, 0
89319, 1
89819, 0
90320, 0
90821, 2
91321, 1
91821, 4
92322, 0
92822, 1
93323, 1
93824, 1
94325, 1
94826, 0
95327, 0
95827, 0
96328, 0
96829, 0
97329, 0
97830, 0
98331, 1
98831, 0
99331, 1
99832, 0
100333, 0
100833, 2
101333, 0
101834, 3
102334, 1
102835, 0
103336, 1
103836, 0
104337, 1
104837, 0
105338, 0
105839, 0
106340, 0
106841, 0
107341, 0
107842, 0
108343, 0
108844, 0
109344, 1
109845, 0
110345, 0
110846, 1
111347, 0
111847, 4
112348, 1
112848, 1
113349, 0
113849, 1
114350, 0
114851, 1
115352, 0
115853, 0
116353, 1
116854, 0
117354, 0
117854, 0
118356, 0
118856, 0
119357, 0
119857, 1
120358, 0
120859, 3
121360, 1
121860, 6
122361, 0
122862, 0
123362, 1
123862, 0
124362, 1
124863, 1
125364, 0
125864, 1
126365, 0
126866, 0
127367, 1
127868, 0
128368, 0
128869, 0
129370, 0
129871, 0
130372, 0
130872, 1
131373, 1
131874, 5
132375, 0
132875, 1
133376, 1
133877, 0
134377, 1
134878, 0
135378, 0
135879, 0
136379, 0
136880, 0
137381, 1
137882, 0
138383, 0
138883, 0
139383, 1
139884, 0
140384, 0
140885, 0
141385, 5
141886, 2
142386, 0
142888, 0
143388, 3
