exp,peers,nlr,failures,numStraggler,numPrivCnt,UseSig,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,64,1,0,1,5,false,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,1024,4096,8000,32,16,1024,16,true,false,131072000,35000,546,false,16406,98304,external,32,8192,,,None,,,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,0,0,None,None,None,None,None,0
0001,64,1,0,1,5,false,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,1024,4096,8000,32,16,1024,16,true,false,131072000,40000,625,false,18750,98304,external,32,8192,1813,4069,3226.1073825503354,-140819,-137338,-3501.318056582219,-4046.829459014807,23445.499150668827,24670.81955961323,521.5413335363013,713.5396730443346,6.260216346153846,21.765625,60.664624,13.024803,0.0,0,0,27936.567,27936.522,27936.567,6900.003,6896.581,5950.585977896829,5949.495402422588,5950.585977896829,3058.795090160206,3071.5246215844354,8240.537632178362,8240.36904603076,2183.3330518996527,2183.174870406635,3.3067292644757433,59358,41428,8.13659674786803,12.053294003461966,9784.615165504034,26575.516330169263,0.0,0
0002,64,1,0,1,5,false,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,1024,4096,8000,32,16,1024,16,true,false,131072000,45000,703,false,21093,98304,external,32,8192,,,None,,,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,0,0,None,None,None,None,None,0
0003,64,1,0,1,5,false,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,1024,4096,8000,32,16,1024,16,true,false,131072000,30000,468,false,14062,98304,external,32,8192,1355,4054,2750.669117647059,-118675,-112807,-1605.1245765733643,-2072.425451786827,19357.357233046874,20400.460007793718,556.7070486841425,502.79298414700406,5.239375,17.808125,44.176418,12.311974,0.0,0,0,13052.015,13051.993,13052.015,6870.904,6870.508,4976.407959215074,4975.672201337942,4976.407959215074,3498.9584029032044,3186.0110163366153,4960.673156808086,4960.491747049188,2109.467790781676,2109.4068119136305,None,44845,27118,8.678895970260522,11.539574376375098,10151.343642212005,19061.64527666737,0.0,0
0004,64,1,0,1,5,false,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,1024,4096,8000,32,16,1024,16,true,false,131072000,35000,546,false,16406,98304,external,32,8192,,,None,,,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,0,0,None,None,None,None,None,0
0005,64,1,0,1,5,false,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,1024,4096,8000,32,16,1024,16,true,false,131072000,40000,625,false,18750,98304,external,32,8192,,,None,,,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,0,0,None,None,None,None,None,0
