exp,peers,nlr,failures,numStraggler,numPrivCnt,UseSig,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,5000,19,false,585,16384,external,32,8192,604,611,592.4285714285714,0,51442,50249.68857758621,52052.4171621086,9502.28720698778,326.16306150534314,148.03939863391514,166.60830780707624,1.2407407407407407,11.57716049382716,59.554558,10.288456,1.0,1,1,48549.353,5918.061,48549.353,6006.131,6006.079,6725.2513608566815,3823.8689655172416,6725.2513608566815,3517.9074214738243,3517.8439358012342,11842.283246703964,1422.366020894732,1313.9475999687984,1314.0517776878025,None,7424,5998,7.669067185141813,9.49451451341353,1246.5880445288503,5829.834914004589,0.0,0
0001,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,5000,19,false,585,16384,external,32,8192,605,611,592.3506493506494,0,51449,50265.68103448276,52071.13116702992,9505.39418629039,328.0065848307251,147.98179750632355,166.739705621641,1.2763975155279503,11.680124223602485,59.592614,10.286657,1.0,1,1,48625.327,5948.172,48625.327,6008.136,6008.079,6736.144694504311,3846.5432489224136,6736.144694504311,3525.416412562814,3525.3499994974873,11851.392732086882,1689.2424100141711,1317.2625713657503,1317.254452293789,None,7424,5970,7.6636014418953184,9.496388042641497,1245.7919701256938,5803.634747420858,0.0,0
0002,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,5000,19,false,585,16384,external,32,8192,604,611,592.4805194805194,0,51460,50246.25094288793,52051.742268041235,9501.71547431313,325.5574437891337,147.77466759044123,141.48927711295661,1.2932098765432098,11.830246913580247,59.705067,10.267607,1.0,1,1,48723.894,5741.139,48723.894,5648.266,5648.219,6645.604290678879,3757.7857801724135,6645.604290678879,3402.402512666667,3402.3369795,11901.081162650675,1791.4898268198676,1249.0868607460113,1249.0788523264964,None,7424,6000,7.979883004844934,9.496828429310913,1243.4455521170423,5843.620621630726,0.0,0
0003,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,5000,19,false,585,16384,external,32,8192,603,611,592.3246753246754,0,51452,50257.15800107759,52059.99265289913,9503.816001934927,329.4004419962416,147.9686518277936,166.62565036443453,1.3095975232198143,11.6687306501548,59.588561,10.299035,1.0,1,1,48599.474,5816.274,48599.474,5848.177,5848.118,6685.995455145475,3811.760027882543,6685.995455145475,3464.2704454636423,3464.2072344896596,11858.161380970096,1906.6421928459042,1279.7179913760185,1279.7129079935532,None,7424,5996,7.666152637828237,9.49383437105875,1245.876704423186,5821.904673593205,0.0,0
0004,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,5000,19,false,585,16384,external,32,8192,604,611,592.5844155844156,0,51446,50264.20002693965,52071.07256145916,9504.962877006536,321.0677875161993,147.98818261857733,166.69840701544138,1.195046439628483,11.591331269349846,59.621976,10.279319,1.0,1,1,48582.132,5801.365,48582.132,5843.723,5843.681,6680.0245272090515,3819.2977677801728,6680.0245272090515,3449.553424384525,3449.4908541282866,11862.462312984406,2115.259999182109,1282.8298226063466,1282.8253228791484,None,7424,5971,7.7649285872663185,9.495458211351636,1245.178455675471,5808.750560226801,0.0,0
0005,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,10000,39,false,1171,16384,external,32,8192,1245,1252,1216.3376623376623,0,24496,24667.537804555086,25092.066707218168,3254.8197373493335,322.27909594877116,147.6207009714785,140.78730771555269,1.7280966767371602,22.35347432024169,59.526468,10.096629,1.0,1,1,52257.191,6506.335,52257.191,6107.164,6107.127,7124.786182269598,4230.289255495233,7124.786182269598,3889.2641090152565,3889.2032823855757,12340.465906645506,1923.1888434204259,1240.252081641927,1240.243314650745,None,15104,10815,7.975661392395845,9.459928969447624,2537.3586754718926,10711.495886399312,0.0,0
0006,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,10000,39,false,1171,16384,external,32,8192,1241,1253,1215.935064935065,0,24499,24681.292174258473,25111.857360097325,3256.3907223831056,319.43023618448046,147.6898555682777,140.67470646936866,1.8157099697885197,22.815709969788518,59.514574,10.109948,1.0,1,1,52230.61,6571.674,52230.61,6183.753,6183.673,7118.8577978019075,4226.302780852755,7118.8577978019075,3868.5476991034902,3868.4908944207505,12338.547477105134,1932.657952980409,1258.5859433282974,1258.5815819532054,None,15104,11489,7.975903316801508,9.478431459923407,2537.8657671312576,11364.054493653182,0.0,0
0007,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,10000,39,false,1171,16384,external,32,8192,1243,1252,1216.1038961038962,0,24498,24658.124139300846,25105.317273557157,3298.0105755372565,319.35331280909224,147.6390654246165,140.8570074570655,1.939209726443769,22.890577507598785,59.535879,10.090388,1.0,1,1,52267.946,6378.525,52267.946,5969.568,5969.507,7080.735885394597,4189.511506819385,7080.735885394597,3817.4871906139797,3817.429,12351.640802896845,1967.7490286655734,1217.3069711779272,1217.2998350254327,None,15104,11059,7.973411553872775,9.480597464789739,2536.957588213319,10959.93533648062,0.0,0
0008,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,10000,39,false,1171,16384,external,32,8192,1243,1252,1215.987012987013,0,24497,24662.409626588982,25091.934820070957,3294.5011589048313,712.8862249881935,147.66642052043002,140.90523720637046,1.8597560975609757,23.00609756097561,59.501121,10.083602,1.0,1,1,52274.19,6446.03,52274.19,6059.536,6059.494,7090.186472457627,4195.318958289195,7090.186472457627,3846.164030218096,3846.1051950599986,12355.575824162983,1925.1952212832637,1228.0187352004905,1228.011395632616,None,15104,11417,7.972962297583942,9.481080749625958,2538.4395699032293,11322.3429484821,0.0,0
0009,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,10000,39,false,1171,16384,external,32,8192,1244,1251,1216.090909090909,0,24496,24683.204581567796,25115.231393226528,3256.749838415702,322.9273491175656,147.66757196818077,140.78378297723793,1.9066265060240963,22.783132530120483,59.568013,10.117885,1.0,1,1,52273.616,6571.687,52273.616,6183.48,6183.43,7124.157734970869,4218.661361758474,7124.157734970869,3879.359337940688,3879.3019568716645,12349.295781498338,1771.9745098431913,1260.4708007430377,1260.4657358872926,None,15104,11431,7.975208598976654,9.480627814561384,2535.589024935245,11297.81569962497,0.0,0
