exp,peers,nlr,failures,StrgglerCnt,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,8,1,0,1,Straggler,60000,1,1gbit,2,Pbft,32,8,256,32,Simple,256,4096,1000,32,2,128,16,true,false,131072000,100000,390,false,11718,16384,external,32,8192,4096,4096,4077.211009174312,1431,1454,2293.959764291809,2298.5211255856634,258.14044732508376,239.29700456332458,13.592160750300284,173.24851232255722,15.147826086956522,81.81304347826087,453.77095,9.324588,3.0,3,3,416092.012,280683.208,416092.012,9861.701,9861.266,240433.70937953284,115231.13585170248,240433.70937953284,253801.96023117227,7476.513116644823,129411.4544105931,87147.17496725985,3865.5505789687613,3865.555474136137,1.6857142857142857,150016,3815,1.5839494574513961,22.12838074457332,3305.98510107357,2763.7184332105157,2.0,16
