exp,peers,nlr,failures,numStraggler,numPrivCnt,UseSig,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size
0000,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,16,2,32,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,16384,512,false,15360,131072,external,32,8192
0001,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,16,2,32,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,24576,768,false,23040,131072,external,32,8192
0002,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,16,2,32,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,32768,1024,false,30720,131072,external,32,8192
0003,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,16,2,32,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,40960,1280,false,38400,131072,external,32,8192
0004,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,16,2,32,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,49152,1536,false,46080,131072,external,32,8192
