exp,peers,nlr,failures,StrgglerCnt,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,16,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,5000,19,false,585,16384,external,32,8192,606,610,608.2,0,51484,50244.65059267241,52033.68914285714,9501.25008503883,323.8173512322327,29.192118910949638,125.84632261680355,0.9772727272727273,2.8181818181818183,329.424334,0.037604,1.0,1,1,310672.938,74483.511,310672.938,9286.03,9285.989,62467.91109577047,43002.33200202047,62467.91109577047,8335.687571428572,8335.512428571428,67389.93644730248,20253.932894555666,625.2191951929082,625.0846481195636,None,7424,56,1.8250152276788818,10.98740647885852,225.36282945023729,14892.032762472078,0.0,0
0001,16,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,10000,39,false,1171,16384,external,32,8192,1243,1254,1248.6222222222223,0,24536,24664.90757415254,25092.9354432656,3253.644190153688,316.7312502113661,31.89869097890309,143.15837465093747,1.5909090909090908,5.238636363636363,339.470307,0.037858,1.0,1,1,316817.653,74529.573,316817.653,9284.075,9284.002,63028.95918478548,43648.615101959746,63028.95918478548,8301.679765765766,8301.584576576577,68430.3166545285,20187.33217839577,646.5345828663058,646.4994339492353,None,15104,111,1.9943023691818709,10.983129181368806,444.92845732160015,29320.090865867187,0.0,0
0002,16,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,15000,58,false,1757,16384,external,32,8192,1852,1860,1856.4444444444443,0,16146,16534.759765625,16730.371807000945,1801.087873438958,319.84085912718183,34.45362852624225,137.99615063369285,2.1666666666666665,7.116666666666666,340.513716,0.038068,1.0,1,1,319791.118,74531.753,319791.118,9284.62,9284.56,63597.63423246627,44135.00872056996,63597.63423246627,8232.08482857143,8231.985885714286,69613.33520525481,19250.5588152586,586.1416829281595,586.0817250796447,None,22528,140,2.153961738746842,10.984729761001573,661.5886215872725,36776.29505096144,0.0,0
0003,16,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,20000,78,false,2343,16384,external,32,8192,2493,2501,2497.0666666666666,11646,11732,12204.318855932202,12312.152780213997,1170.897442857258,313.04689849535646,36.86622717369566,132.47677816475505,2.6166666666666667,8.772222222222222,359.613862,0.0369,1.0,1,1,320957.834,74552.038,320957.834,9283.709,9283.529,63940.52670557468,44475.406812963454,63940.52670557468,8178.491630208333,8178.421625,70955.03603954136,18831.66441900918,584.8785653631089,584.8281283612286,1.8360655737704918,30208,192,2.3047510779391516,10.989958352942267,840.0121127700022,52032.52032520325,0.0,0
0004,16,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,25000,97,false,2929,16384,external,32,8192,3099,3109,3105.133333333333,9139,9212,9752.798239511987,9816.96812890403,871.7192981899417,324.46600682571636,39.144459534009,128.27562498022417,3.028409090909091,10.164772727272727,369.667177,0.074801,1.0,1,1,324210.768,74567.205,324210.768,9283.463,9282.886,64186.535586338825,44716.99300521726,64186.535586338825,8162.772142857143,8162.6830735930735,72248.31305397913,18492.86093716173,566.3846454788342,566.2897671649995,1.2121212121212122,37376,231,2.447239644811685,10.986239612815618,1011.0716429660185,30881.94008101496,0.0,0
0005,16,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,30000,117,false,3515,16384,external,32,8192,3740,3751,3745.9333333333334,7395,7463,8031.684303977273,8077.097476117467,685.2972549439978,319.55230003568914,41.30428717885539,116.1585221230291,3.7443181818181817,12.625,379.656806,0.137269,1.0,1,1,325696.883,74544.386,325696.883,9099.472,9099.44,64577.9580143821,45127.192448508526,64577.9580143821,8093.193100386101,8093.139613899613,73620.6331493121,18461.367924356106,502.3886249610643,502.35396304485704,1.3774834437086092,45056,259,2.5821706392031025,10.989587975925476,1186.7560198565227,18868.06198049086,0.0,0
0006,16,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,35000,136,false,4101,16384,external,32,8192,4096,4096,4096.0,6208,6273,6846.754249237805,6882.425178266546,574.5797214284908,316.68157914371227,42.88840276356624,118.33776496187834,3.816666666666667,13.238888888888889,377.092861,0.115052,2.0,2,2,326670.965,75727.679,326670.965,9176.758,9176.722,66805.99039495045,47332.8754945503,66805.99039495045,8099.072291803279,8099.0130491803275,74689.89208105786,19622.162410972513,521.9427448535702,521.9079037325715,1.3669724770642202,52480,305,2.6140803367839696,10.985861440456386,1391.6996429163373,26509.75211208845,1.0,16
0007,16,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,50000,195,false,5859,16384,external,32,8192,4096,4096,4096.0,3990,4052,4676.531409982935,4694.638857585575,418.21731674541326,316.32935060700987,42.8615814017031,119.2342546944215,4.9944444444444445,16.433333333333334,386.217532,0.122722,2.0,2,2,335862.683,105363.713,335862.683,9271.717,9271.378,81115.54181309993,61649.79733651077,81115.54181309993,8160.937814479638,8160.966503401361,76470.13478883184,28958.64901920885,548.0640444754658,548.6118721592802,1.6893939393939394,75008,442,2.612669367645806,10.986620493562938,1942.1179461112604,36016.362184449405,1.0,16
0008,16,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,70000,273,false,8203,16384,external,32,8192,4096,4096,4096.0,2522,2583,3241.7455983231707,3245.749970801897,354.54588888627524,315.42745907129,42.3260508262953,115.63512154298178,5.735576923076923,20.08653846153846,387.376204,0.108776,2.0,2,2,346868.035,145559.122,346868.035,9107.944,9107.904,101079.15762579077,81591.64102411395,101079.15762579077,8384.217194166667,8384.417211009175,79179.71367207536,41830.293734211926,370.1288114379174,370.1385113325323,1.6849315068493151,104960,1200,2.604781340743234,10.985679068765956,2709.5107783130634,110318.4525998382,1.0,16
0009,16,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,90000,351,false,10546,16384,external,32,8192,4096,4096,4096.0,1701,1765,2435.4462835033205,2440.2177417893954,334.1938158968875,316.76975547179666,42.15103347869491,117.72120892551749,6.456730769230769,23.057692307692307,387.311158,0.124801,2.0,2,2,356466.21,194265.11,356466.21,9227.945,9227.914,122766.09213964659,103248.21774446305,122766.09213964659,8526.506449690401,8526.451660216719,82820.2295080801,55234.91719887251,347.7528484741387,347.740692104171,1.4833333333333334,134912,1292,2.604599146149149,10.983566144255716,3483.297529992668,103524.81149990785,1.0,16
