exp,peers,nlr,failures,StrgglerCnt,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,8,1,0,1,Straggler,60000,1,1gbit,2,Pbft,32,8,256,32,Simple,256,4096,1000,32,2,128,16,true,false,131072000,100000,390,false,11718,16384,external,32,8192,4096,4096,4077.211009174312,1431,1454,2293.959764291809,2298.5211255856634,258.14044732508376,239.29700456332458,13.592160750300284,173.24851232255722,15.147826086956522,81.81304347826087,453.77095,9.324588,3.0,3,3,416092.012,280683.208,416092.012,9861.701,9861.266,240433.70937953284,115231.13585170248,240433.70937953284,253801.96023117227,7476.513116644823,129411.4544105931,87147.17496725985,3865.5505789687613,3865.555474136137,1.6857142857142857,150016,3815,1.5839494574513961,22.12838074457332,3305.98510107357,2763.7184332105157,2.0,16
0001,16,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,70000,273,false,8203,16384,external,32,8192,4096,4096,4096.0,2528,2533,3239.212842987805,3240.946223419706,353.18784313924397,345.66085687572024,42.82832023087474,121.88049720269201,5.475961538461538,20.221153846153847,386.530171,9.197119,2.0,2,2,346131.059,144702.695,346131.059,9262.188,9262.03,186178.19245258195,78397.44145908917,97894.19245258195,97894.19245258195,8418.86120499867,79735.79971398044,41748.778787842966,519.9845588865237,519.9644577454858,1.5443037974683544,104960,3761,2.61034493664899,10.983668017901914,2715.441325794979,6988.375065378697,1.0,16
0002,32,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,16,Simple,512,4096,8000,32,8,512,16,true,false,131072000,100000,390,false,11718,16384,external,32,8192,4096,4096,4096.0,1438,1463,2197.7531063353244,2206.142813080918,345.2801110424849,337.5739925476077,73.72206712667223,173.040208913627,4.924479166666667,15.901041666666666,220.468549,8.923802,0.0,0,0,189457.331,189457.311,189457.331,9988.698,9988.663,92278.65992974749,92278.62316794209,92278.65992974749,70630.02069813623,5083.0633486737825,60822.28456168581,60822.2912291,3009.513276949951,3009.52396712848,None,150016,18926,2.3088362444531456,1005.155474854901,6804.417259533921,6554.133559331143,0.0,0
0003,64,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,16,Simple,1024,4096,8000,32,16,1024,16,true,false,131072000,100000,390,false,11718,24576,external,32,8192,4096,4096,4096.0,1414,1474,2219.980141853427,2220.4661344729006,1055.4867804868416,1237.382755247386,323.79659813793603,708.6096688033116,5.8765432098765435,22.704475308641975,199.854493,8.836664,0.0,0,0,152303.674,152303.651,152303.674,10350.508,10350.477,67301.75581243084,67301.58766902423,67301.75581243084,58905.59018231812,6409.409683412586,55118.61829874427,55118.56788606123,2721.417720268412,2721.4243177453413,None,150014,46898,5.069318202048416,2108.8572002410124,7506.160994839381,6274.415762944477,0.0,0
