exp,peers,nlr,failures,numStraggler,numPrivCnt,UseSig,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size
0000,8,1,0,0,10,true,Straggler,60000,1,1gbit,2,Pbft,32,8,256,64,Simple,512,8192,1000,32,2,128,16,true,false,131072000,80000,312,false,9375,24576,external,32,8192
0001,8,1,0,0,10,true,Straggler,60000,1,1gbit,2,Pbft,32,8,256,64,Simple,512,8192,1000,32,2,128,16,true,false,131072000,100000,390,false,11718,24576,external,32,8192
0002,8,1,0,0,10,true,Straggler,60000,1,1gbit,2,Pbft,32,8,256,64,Simple,512,8192,1000,32,2,128,16,true,false,131072000,120000,468,false,14062,24576,external,32,8192
