exp,peers,nlr,failures,numStraggler,numPrivCnt,UseSig,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,16,1,0,1,10,true,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,256,2048,1000,32,4,256,16,true,false,131072000,512,8,false,240,65536,external,32,8192,32,35,35.47126436781609,-1,123836,114783.65625,124343.91002570694,33156.59294532692,321.9746734408929,302.92994517027466,407.58514815820314,0.4296875,3.9375,15.151383,6.059931,1.0,1,1,4309.869,4286.606,4309.869,3898.218,3898.163,2735.3775096153845,2624.0095576923077,2735.3775096153845,2408.524320754717,2408.471070754717,1014.3353279614673,891.3960999392807,897.0165897291719,897.0170432695373,None,832,424,13.42296306411674,12.466242632916297,549.1247894664137,699.677933626637,0.0,0
0001,16,1,0,1,10,true,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,256,2048,1000,32,4,256,16,true,false,131072000,1024,16,false,480,65536,external,32,8192,64,70,69.92682926829268,0,61341,59425.83375,61893.36734693877,12138.857350971217,374.762562897193,359.4476502864094,484.7577121718477,0.66796875,6.20703125,15.432079,6.347428,1.0,1,1,5249.888,5249.826,5249.888,3473.531,3473.493,2776.1653512499997,2776.1020625,2776.1653512499997,2109.273676190476,2109.2233642857145,1377.4878589581208,1377.486605044246,918.5125172268569,918.5128321765444,1.90625,1600,840,15.608613783175091,16.717928183858067,1036.8013279351408,1323.3706628889686,0.0,0
0002,16,1,0,1,10,true,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,256,2048,1000,32,4,256,16,true,false,131072000,2048,32,false,960,65536,external,32,8192,132,141,140.46341463414635,0,30112,30048.070153061224,30690.171497584543,4349.362546138966,321.6660700183001,358.6827308946672,480.3607899013881,0.87890625,8.80078125,15.463638,6.381355,1.0,1,1,5277.64,5277.604,5277.64,3710.666,3710.622,2761.0497525510204,2760.674290497449,2761.0497525510204,2145.6183755813954,2144.988334883721,1366.748655551634,1366.6503323445304,970.7809906133363,970.1614284714086,3.8088888888888888,3136,1720,15.567187955012406,16.619488038697735,2027.9833244932402,2695.3523193741767,0.0,0
0003,16,1,0,1,10,true,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,256,2048,1000,32,4,256,16,true,false,131072000,4096,64,false,1920,65536,external,32,8192,262,488,310.3611111111111,0,14483,14874.336340206186,15034.16909090909,1551.0273868777397,323.2161104132934,363.060617005286,495.53771911186584,1.21484375,13.7421875,15.263264,6.201166,1.0,1,1,5247.1,5247.052,5247.1,3776.06,3599.249,2864.2956124355674,2842.535390302835,2864.2956124355674,2407.8948708609273,2363.2237509933775,1359.9547727126314,1350.928872683932,875.4842605329839,821.215953398701,2.85,6208,3020,14.869473369969588,14.989066308853598,4067.282070204643,4870.051857989288,0.0,0
0004,16,1,0,1,10,true,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,256,2048,1000,32,4,256,16,true,false,131072000,8192,128,false,3840,65536,external,32,8192,529,554,577.5679012345679,6655,6683,7215.380262305699,7258.595079684357,798.078262982823,397.6073078245148,320.5431466243916,435.73784047310295,1.7109375,19.23828125,15.284356,6.124583,1.0,1,1,4983.636,4287.136,4983.636,3765.353,3765.313,2791.0740954501293,2605.3491868523315,2791.0740954501293,2393.097502717868,2393.051558127301,1268.8203440854807,1038.5628771111333,851.6173149312805,851.6131879528042,1.7142857142857142,12352,5703,13.523686225023228,11.538191985258463,8081.465781090155,9311.65436079485,0.0,0
0005,16,1,0,1,10,true,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,256,2048,1000,32,4,256,16,true,false,131072000,16384,256,false,7680,65536,external,32,8192,1061,1139,1139.7226890756303,2761,2792,3361.73612012987,3378.7971014492755,440.5224877212514,389.5225591244265,320.43026664137346,411.5128173316192,2.8641975308641974,44.95061728395062,15.90305,6.696893,1.0,1,1,4797.791,4610.079,4797.791,3824.393,3824.355,2508.6727533685066,2444.46327601461,2508.6727533685066,2282.0153953110175,2281.9630150426888,1240.7472659302953,1128.4307631439983,982.1630271561941,982.1604057631582,2.066371681415929,24640,14758,14.936441050260246,15.220559983587377,15493.883248810762,22037.08495865172,0.0,0
0006,16,1,0,1,10,true,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,256,2048,1000,32,4,256,16,true,false,131072000,24576,384,false,11520,65536,external,32,8192,1609,2048,1764.7472527472528,1463,1492,2134.232019064125,2135.2588009939946,367.02496914112703,389.553734816244,312.2951350980122,411.69873230776835,2.813008130081301,52.170731707317074,24.405553,6.121593,1.0,1,1,7551.167,6311.323,7551.167,3929.898,3929.861,3764.153400075823,3429.2918510886047,3764.153400075823,2620.2741803331405,2620.2195999742753,2161.1227509880014,1829.1153360882588,1099.5244956560216,1099.5214111984671,2.5443037974683542,36928,15549,14.170420257731303,12.491429300912355,15130.98269070158,25400.251209121547,0.0,0
0007,16,1,0,1,10,true,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,256,2048,1000,32,4,256,16,true,false,131072000,32768,512,false,15360,65536,external,32,8192,2048,2048,2061.0186915887853,807,839,1490.4916693758128,1472.9163091899027,588.2390166599023,760.2901912995092,326.5826070585928,410.547954174211,2.820627802690583,78.03587443946188,21.588454,6.232875,1.0,1,1,6427.786,6146.252,6427.786,3784.794,3784.753,3237.4958356225616,3025.9923661614107,3237.4958356225616,2536.6256316833787,2513.2376781702865,1986.1620843169724,1521.3384428512209,1116.3222511007698,1151.6504807253853,2.2790697674418605,49216,28223,15.730236279209237,15.898881922272892,22797.371224451737,45280.86958265648,0.0,0
0008,16,1,0,1,10,true,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,256,2048,1000,32,4,256,16,true,false,131072000,40960,640,false,19200,65536,external,32,8192,2048,2048,2069.9054054054054,432,489,1121.9855456555672,1129.653918535294,327.0291362664656,324.5335207540477,316.08551408588454,340.9164606852074,1.8158995815899581,89.18410041841004,21.863703,6.520406,1.0,1,1,9986.974,6338.286,9986.974,3960.588,3960.537,3707.378941646072,3112.490081994667,3707.378941646072,2663.458626511643,2663.4163059266416,2883.657053515218,1730.0154914274967,925.2369606376581,925.2349940920187,2.6771300448430493,61504,30017,16.09687359560216,20.084193481892132,28130.64191367766,46035.47693195792,0.0,0
0009,16,1,0,1,10,true,Straggler,60000,1,1gbit,1,Pbft,16,4,64,16,Simple,256,2048,1000,32,4,256,16,true,false,131072000,49152,768,false,23040,65536,external,32,8192,2048,2048,2134.7796610169494,172,226,864.0083342367736,878.9257478173752,336.86673976735426,351.4649657994375,333.31706715679104,379.7075767059328,2.2152466367713006,89.47085201793722,27.08273,5.637502,2.0,2,2,11777.249,9308.523,11777.249,5765.604,5765.565,5329.259106745989,4684.991807133565,5329.259106745989,3491.6198998586533,3491.5757297504915,3057.3645882993505,2192.9293109628593,1165.6542263293495,1165.654611740492,2.0869565217391304,73792,32544,15.812186725159705,17.085104525366386,27246.883899813645,57727.695706360726,0.0,0
