exp,peers,nlr,failures,StrgglerCnt,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0025,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,30000,117,false,3515,49152,external,32,8192,3740,3751,3745.6770833333335,7387,7432,8085.354958274148,8144.012321856824,694.1338872486818,330.75429917919257,139.55491684952813,137.95019672543972,5.2725,18.1225,18.323164,12.297152,0.0,0,0,3748.176,3748.135,3748.176,3826.735,3826.704,2678.521683038885,2678.486925337358,2678.521683038885,2691.105044930295,2691.0696950618667,661.0471280726397,661.0433564229551,681.9514611514184,681.9470145813667,1.4333333333333333,45056,35722,8.837238665592427,9.502946408331708,24589.63964957144,29049.00256579735,0.0,0
0026,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,30000,117,false,3515,49152,external,32,8192,3738,3752,3745.75,7388,7433,8079.495050603693,8137.607624245431,703.4073299770299,355.4531803711969,139.58441031884294,137.9743815090899,5.26,17.9725,18.322663,12.292642,0.0,0,0,3761.664,3761.64,3761.664,3838.145,3838.109,2680.666807328658,2680.6325861150567,2680.666807328658,2700.5682176103446,2700.533827786952,661.2441147974353,661.2413461465286,681.4584041919838,681.4552190546199,1.6857142857142857,45056,35729,8.839173937209491,9.505706245753993,24590.312008685636,29065.354705684913,0.0,0
0027,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,30000,117,false,3515,49152,external,32,8192,3740,3752,3745.5833333333335,7390,7430,8075.746493252841,8132.6320011025355,705.7087128890131,360.70277547652057,139.58885520398974,138.9856099878361,5.435,18.36,18.322286,12.297579,0.0,0,0,3747.69,3747.65,3747.69,3821.654,3821.622,2684.0432799849077,2684.009418301669,2684.0432799849077,2699.145823334959,2699.112107922831,658.735528258446,658.7332879002415,676.2196623970949,676.2172810101523,1.7013574660633484,45056,36906,8.838456166974789,9.505055897649559,24590.817979808853,30010.785049642698,0.0,0
0028,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,30000,117,false,3515,49152,external,32,8192,3739,3751,3745.625,7389,7432,8075.485862038352,8133.294814896491,760.0315291282242,479.40914055502844,139.59370380048222,136.00636376458786,5.275,18.265,18.32112,12.303517,0.0,0,0,3800.216,3800.193,3800.216,3909.479,3909.454,2692.188469460227,2692.154690163352,2692.188469460227,2714.353259215719,2714.3192787807543,680.7573442073135,680.755913074913,704.1490620346054,704.1468728875215,1.5647058823529412,45056,35727,8.838059246151108,9.489946044714056,24592.38299841931,29038.038473064247,0.0,0
0029,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,30000,117,false,3515,49152,external,32,8192,3737,3754,3745.6041666666665,7389,7435,8089.311501242898,8148.829115668762,692.5518388356537,323.12086605206537,139.59302634682052,138.60929326505254,5.365,18.3275,18.31513,12.281887,0.0,0,0,3773.915,3773.884,3773.915,3841.986,3841.959,2692.841617120916,2692.8073387562144,2692.841617120916,2702.2474668656214,2702.2128649523065,661.173271063461,661.1704152918772,680.8192153395025,680.8157007113363,1.9574468085106382,45056,35854,8.839235465797048,9.506067693302173,24600.425986602335,29192.582540451644,0.0,0
0030,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,35000,136,false,4101,49152,external,32,8192,4096,4096,4096.0,6202,6238,6902.858860518293,6947.202911931819,1132.4382706923484,1130.8164884847993,139.59800533486467,140.95549638744703,5.8475,20.185,19.06108,12.332395,0.0,0,0,4175.467,4175.352,4175.467,4150.697,4150.665,3088.4270001524387,3088.3920058307926,3088.4270001524387,3005.9731839879305,3005.93768604076,662.8709362329953,662.8704354071468,667.3975090942419,667.3968597219774,1.9116279069767441,52480,40432,8.75537952157522,9.505618711810435,27532.542752037134,32785.19703593665,0.0,0
0031,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,35000,136,false,4101,49152,external,32,8192,4096,4096,4096.0,6199,6239,6908.750914634146,6955.645943322522,848.3857835762401,760.492094202206,139.59744479171403,140.1851158676711,5.8625,20.055,19.039573,12.330098,0.0,0,0,4194.13,4194.099,4194.13,4181.928,4181.905,3108.799177210366,3108.764856764482,3108.799177210366,3032.7130785574714,3032.7129715048977,663.0908711554777,663.0895701047194,670.4892499405812,670.4583891895119,1.8372093023255813,52480,40429,8.755380392673835,9.505522708693752,27563.64336532127,32788.871588855174,0.0,0
0032,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,35000,136,false,4101,49152,external,32,8192,4096,4096,4096.0,6204,6238,6904.33368902439,6952.14200369826,654.1210740179656,464.58499608926314,139.446863416155,140.00925865056917,5.75,19.905,19.069821,12.320843,0.0,0,0,4178.358,4178.336,4178.358,4177.433,4177.402,3088.0428388147866,3088.0067455411586,3088.0428388147866,3031.262986063122,3031.226337151868,669.467756551828,669.4685491223352,674.4928797722908,674.4932553092322,1.7458333333333333,52480,43123,8.755263231466177,9.50569777465674,27519.922709290244,35000.04017582238,0.0,0
0033,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,35000,136,false,4101,49152,external,32,8192,4096,4096,4096.0,6198,6236,6907.1650342987805,6953.622385234264,728.6361421936599,586.21089581233,139.428953273773,141.02446311393876,5.74,19.7825,19.053616,12.339315,0.0,0,0,4157.316,4157.276,4157.316,4118.814,4118.788,3093.2216713033536,3093.1880625190547,3093.2216713033536,3007.285270274329,3007.2824692248005,654.0962126261101,654.095485889494,654.1829357829972,654.1595181898526,1.663594470046083,52480,39952,8.754239837521308,9.504668178172924,27543.328258531084,32377.810275529882,0.0,0
0034,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,35000,136,false,4101,49152,external,32,8192,4096,4096,4096.0,6196,6234,6909.877057926829,6957.801687163811,586.9837889887266,333.9405118192749,139.4091566666835,140.44726928406843,5.87,20.22,19.043844,12.329565,0.0,0,0,4155.817,4155.786,4155.817,4122.974,4122.946,3096.3453202553355,3096.3111858803354,3096.3453202553355,3013.424683095232,3013.390103166035,651.0228367787292,651.0224352598856,651.7230574799817,651.7207946962968,1.7083333333333333,52480,39829,8.754127061080878,9.502842933844375,27557.461613317144,32303.653859645496,0.0,0
0035,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,40000,156,false,4687,49152,external,32,8192,4096,4096,4096.0,5272,5301,5985.75626662234,6027.1483891147955,514.776850447877,335.9869430267392,138.5444632342366,140.12250310626823,6.298969072164948,21.621134020618555,21.156107,12.198285,0.0,0,0,5746.16,5746.14,5746.16,4913.292,4913.261,4052.840094830452,4052.8059243351063,4052.840094830452,3559.922061196624,3559.8867795183714,1030.929930202032,1030.9315313795505,778.0017232327007,778.001364444154,1.6458333333333333,60160,40280,8.685665232385878,9.50556600397689,28436.233566033676,33021.035334065404,0.0,0
