14:41:52.269 INF Connecting to orderer. addrStr=3.24.123.250:10165 peerId=15
14:41:52.270 INF Connecting to orderer. addrStr=35.181.62.170:10055 peerId=5
14:41:52.270 INF Connecting to orderer. addrStr=54.238.14.227:10121 peerId=11
14:41:52.270 INF Connecting to orderer. addrStr=52.199.232.121:10110 peerId=10
14:41:52.270 INF Connecting to orderer. addrStr=13.38.9.204:10077 peerId=7
14:41:52.270 INF Connecting to orderer. addrStr=54.199.104.206:10088 peerId=8
14:41:52.270 INF Connecting to orderer. addrStr=3.25.246.160:10132 peerId=12
14:41:52.270 INF Connecting to orderer. addrStr=54.199.253.160:10099 peerId=9
14:41:52.270 INF Connecting to orderer. addrStr=13.238.159.139:10143 peerId=13
14:41:52.270 INF Connecting to orderer. addrStr=3.24.135.161:10154 peerId=14
14:41:52.270 INF Connecting to orderer. addrStr=13.39.150.35:10066 peerId=6
14:41:52.270 INF Connecting to orderer. addrStr=3.12.162.6:10000 peerId=0
14:41:52.271 INF Connecting to orderer. addrStr=18.118.162.206:10011 peerId=1
14:41:52.271 INF Connecting to orderer. addrStr=3.15.14.107:10022 peerId=2
14:41:52.271 INF Connecting to orderer. addrStr=3.133.126.137:10033 peerId=3
14:41:52.271 INF Connecting to orderer. addrStr=52.47.154.22:10044 peerId=4
14:41:52.310 INF Connected to orderer. addrStr=3.133.126.137:10033 id=3
14:41:52.310 INF Connected to orderer. addrStr=3.12.162.6:10000 id=0
14:41:52.311 INF Connected to orderer. addrStr=3.15.14.107:10022 id=2
14:41:52.311 INF Connected to orderer. addrStr=18.118.162.206:10011 id=1
14:41:52.731 INF Connected to orderer. addrStr=13.38.9.204:10077 id=7
14:41:52.732 INF Connected to orderer. addrStr=13.39.150.35:10066 id=6
14:41:52.776 INF Connected to orderer. addrStr=35.181.62.170:10055 id=5
14:41:52.782 INF Connected to orderer. addrStr=52.47.154.22:10044 id=4
14:41:52.927 INF Connected to orderer. addrStr=52.199.232.121:10110 id=10
14:41:52.928 INF Connected to orderer. addrStr=54.199.104.206:10088 id=8
14:41:52.931 INF Connected to orderer. addrStr=54.199.253.160:10099 id=9
14:41:52.967 INF Connected to orderer. addrStr=54.238.14.227:10121 id=11
14:41:53.205 INF Connected to orderer. addrStr=3.25.246.160:10132 id=12
14:41:53.206 INF Connected to orderer. addrStr=3.24.135.161:10154 id=14
14:41:53.221 INF Connected to orderer. addrStr=3.24.123.250:10165 id=15
14:41:53.255 INF Connected to orderer. addrStr=13.238.159.139:10143 id=13
14:41:53.258 INF Connected to orderers.
14:41:53.258 INF Non crashing node count. count=16
14:41:53.262 INF Updating bucket assignment. epoch=0
14:41:53.263 INF Resubmitted Requests. epoch=0 n=0
14:41:53.266 INF Setting up client timeout. clientRunTime=15000
14:41:53.267 INF Starting to submit requests. numRequests=5859
14:41:56.939 INF Request finished (out of order). clSeqNr=229
14:41:56.939 INF Request finished (out of order). clSeqNr=245
14:41:56.939 INF Request finished (out of order). clSeqNr=5
14:41:56.940 INF Request finished (out of order). clSeqNr=261
14:41:56.940 INF Request finished (out of order). clSeqNr=21
14:41:56.940 INF Request finished (out of order). clSeqNr=277
14:41:56.940 INF Request finished (out of order). clSeqNr=37
14:41:56.940 INF Request finished (out of order). clSeqNr=53
14:41:56.940 INF Request finished (out of order). clSeqNr=69
14:41:56.941 INF Request finished (out of order). clSeqNr=85
14:41:56.941 INF Request finished (out of order). clSeqNr=101
14:41:56.942 INF Request finished (out of order). clSeqNr=117
14:41:56.950 INF Request finished (out of order). clSeqNr=133
14:41:56.969 INF Request finished (out of order). clSeqNr=149
14:41:56.969 INF Request finished (out of order). clSeqNr=165
14:41:56.969 INF Request finished (out of order). clSeqNr=181
14:41:56.969 INF Request finished (out of order). clSeqNr=197
14:41:56.969 INF Request finished (out of order). clSeqNr=213
14:41:56.969 INF Request finished (out of order). clSeqNr=230
14:41:56.969 INF Request finished (out of order). clSeqNr=246
14:41:56.969 INF Request finished (out of order). clSeqNr=6
14:41:56.969 INF Request finished (out of order). clSeqNr=262
14:41:56.969 INF Request finished (out of order). clSeqNr=22
14:41:56.969 INF Request finished (out of order). clSeqNr=278
14:41:56.969 INF Request finished (out of order). clSeqNr=38
14:41:56.969 INF Request finished (out of order). clSeqNr=54
14:41:56.969 INF Request finished (out of order). clSeqNr=70
14:41:56.969 INF Request finished (out of order). clSeqNr=86
14:41:56.969 INF Request finished (out of order). clSeqNr=102
14:41:56.969 INF Request finished (out of order). clSeqNr=118
14:41:56.970 INF Request finished (out of order). clSeqNr=134
14:41:56.970 INF Request finished (out of order). clSeqNr=150
14:41:56.970 INF Request finished (out of order). clSeqNr=166
14:41:56.970 INF Request finished (out of order). clSeqNr=182
14:41:56.970 INF Request finished (out of order). clSeqNr=198
14:41:56.970 INF Request finished (out of order). clSeqNr=214
14:41:56.970 INF Request finished (out of order). clSeqNr=231
14:41:56.970 INF Request finished (out of order). clSeqNr=247
14:41:56.970 INF Request finished (out of order). clSeqNr=7
14:41:56.970 INF Request finished (out of order). clSeqNr=263
14:41:56.970 INF Request finished (out of order). clSeqNr=23
14:41:56.970 INF Request finished (out of order). clSeqNr=279
14:41:56.970 INF Request finished (out of order). clSeqNr=39
14:41:56.970 INF Request finished (out of order). clSeqNr=55
14:41:56.970 INF Request finished (out of order). clSeqNr=71
14:41:56.970 INF Request finished (out of order). clSeqNr=87
14:41:56.970 INF Request finished (out of order). clSeqNr=103
14:41:56.970 INF Request finished (out of order). clSeqNr=119
14:41:57.026 INF Request finished (out of order). clSeqNr=135
14:41:57.030 INF Request finished (out of order). clSeqNr=151
