exp,peers,nlr,failures,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size
0000,4,1,0,1,Straggler,60000,1,1gbit,4,Pbft,1,1,1,256,Blacklist,1024,4096,1000,32,1,64,16,true,false,131072000,4096,4096,false,245760,6291456,external,32,8192
