exp,peers,nlr,failures,StrgglerCnt,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size
0000,32,1,0,1,Straggler,60000,1,1gbit,1,Pbft,16,8,128,16,Simple,512,2048,1000,32,8,512,16,true,false,131072000,80000,625,false,18750,32768,external,32,8192
0001,32,1,0,1,Straggler,60000,1,1gbit,1,Pbft,16,8,128,16,Simple,512,2048,1000,32,8,512,16,true,false,131072000,90000,703,false,21093,32768,external,32,8192
0002,32,1,0,1,Straggler,60000,1,1gbit,1,Pbft,16,8,128,16,Simple,512,2048,1000,32,8,512,16,true,false,131072000,100000,781,false,23437,32768,external,32,8192
0003,32,1,0,1,Straggler,60000,1,1gbit,1,Pbft,16,8,128,16,Simple,512,2048,1000,32,8,512,16,true,false,131072000,130000,1015,false,30468,32768,external,32,8192
