exp,peers,nlr,failures,StrgglerCnt,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,30000,117,false,3515,49152,external,32,8192,3738,3755,3746.125,7381,7427,8081.986949573864,8139.248070349542,707.8111381015768,365.30622531330084,139.59729669834945,138.14752789148147,5.125,17.7375,18.322532,12.293381,0.0,0,0,3737.337,3737.308,3737.337,3811.608,3811.575,2677.8867914817115,2677.852887051669,2677.8867914817115,2687.9477839942956,2687.9133303987714,660.3688454429662,660.3672147905829,679.1653570130306,679.1631807201007,1.6574074074074074,45056,36462,8.83886435398149,9.505625300330726,24590.48782122471,29659.863303675367,0.0,0
0001,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,50000,195,false,5859,49152,external,32,8192,4096,4096,4096.0,3991,4021,4738.323432167235,4768.847330936944,443.3182895361567,351.655709490714,136.8353400988515,142.04171991853187,6.609375,22.708333333333332,25.13038,12.126349,0.0,0,0,9628.364,9628.349,9628.364,6624.816,6624.781,6065.6173569752555,6065.584236494774,6065.6173569752555,4531.411344833787,4531.377100627094,2237.0250107280526,2237.0272051315433,1269.8838343339758,1269.885601239257,1.748878923766816,75008,44491,8.579411473055458,9.501297669420756,29847.5391140126,36689.52625394503,0.0,0
0002,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,70000,273,false,8203,49152,external,32,8192,4096,4096,4096.0,2514,2545,3281.8779916158537,3303.7439472455926,365.827127278262,328.85539864775257,134.72894746167503,141.15980351543058,7.4765625,25.6484375,33.605118,12.161161,0.0,0,0,18114.969,18114.945,18114.969,8969.678,8969.661,10583.342500066692,10583.308504820883,10583.342500066692,5852.5181980698835,5852.481700787576,4844.138035309406,4844.141320604407,1969.4162589147993,1969.420718558875,1.7521367521367521,104960,45075,8.442433217128713,9.501850633877364,31233.337731472926,37064.71775186596,0.0,0
0003,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,90000,351,false,10546,49152,external,32,8192,4096,4096,4096.0,1696,1728,2492.275779767552,2510.291173540175,345.5268976808959,327.41262182054226,133.24650585478992,141.84964514909262,8.044270833333334,28.317708333333332,43.35373,12.128747,0.0,0,0,26881.968,26881.936,26881.968,10249.124,10249.092,15149.527117446929,15149.493877787001,15149.527117446929,6631.208656162157,6631.172265592059,7499.168109269082,7499.170784337645,2361.374349054702,2361.379062614475,1.6302521008403361,134912,45536,8.341000783192776,9.504538318041257,31118.891038902537,37543.86170310915,0.0,0
