exp,peers,nlr,failures,numStraggler,numPrivCnt,UseSig,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,32,1,0,0,10,true,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,1024,4096,1000,32,8,512,16,true,false,131072000,30000,117,false,3515,24576,external,32,8192,3793,3806,3799.8125,7375,7442,8053.971546519886,8131.385884611125,722.8116172381876,353.04376953874225,299.85730423403004,304.0953548697549,2.9862306368330467,67.76075731497419,12.822275,8.905903,0.0,0,0,7009.322,7009.286,7009.322,7129.591,7129.56,5149.212135387074,5149.153275412819,5149.212135387074,5177.601355447477,5177.5593223438955,1178.383087516616,1178.379195811073,1210.4452262314314,1210.4520028058164,None,45056,34337,9.409398980030952,15.18038807713345,35138.850165044816,38555.32673104569,0.0,0
0001,32,1,0,0,10,true,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,1024,4096,1000,32,8,512,16,true,false,131072000,40000,156,false,4687,24576,external,32,8192,4096,4096,4096.0,5249,5307,5955.398510613541,6015.489266676272,516.8270493545715,351.90051852490876,271.3493029582285,320.6195850341788,2.962566844919786,75.14973262032086,22.662378,8.757518,0.0,0,0,8544.695,8544.664,8544.695,7965.178,7965.144,6587.95433890191,6587.896866886085,6587.95433890191,6116.505932113748,6116.4484517488945,1274.383836963582,1274.382237600989,1147.7395041164227,1147.7324084636132,None,60159,39139,8.801047194230229,13.555743547360168,26545.757907665295,44691.88644545178,0.0,0
0002,32,1,0,0,10,true,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,1024,4096,1000,32,8,512,16,true,false,131072000,50000,195,false,5859,24576,external,32,8192,4096,4096,4096.0,3966,4024,4692.369013971843,4734.293789589645,526.5429130848003,454.2476624991521,272.7497257315066,326.3209988368198,3.0894454382826475,75.20214669051879,26.805109,8.901386,0.0,0,0,12398.236,12398.182,12398.236,9108.794,9108.753,8825.620946099081,8825.562568646012,8825.620946099081,7107.7772118832645,7107.717451569174,2246.956080551915,2246.957326469961,1303.7486178417942,1303.7493558312015,None,75008,39097,8.912349143199956,13.380849286685741,27982.725233462024,43922.37343712541,0.0,0
0003,32,1,0,0,10,true,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,1024,4096,1000,32,8,512,16,true,false,131072000,60000,234,false,7031,24576,external,32,8192,4096,4096,4096.0,3111,3169,3853.2059992009945,3890.8468532136376,474.13345168031844,463.62073789035884,277.0938455315221,326.24954437068476,3.357142857142857,76.35,31.351796,8.81026,0.0,0,0,16812.783,16812.747,16812.783,9997.01,9996.962,11115.091698841441,11115.031794711025,11115.091698841441,7717.575633459319,7717.514538050973,3563.111466297795,3563.113480168861,1517.50614477122,1517.5137568771186,None,90112,39158,8.68373851466281,14.408054102243154,28742.21304578532,44445.9073852531,0.0,0
0004,32,1,0,0,10,true,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,1024,4096,1000,32,8,512,16,true,false,131072000,70000,273,false,8203,24576,external,32,8192,4096,4096,4096.0,2501,2559,3255.762966844512,3285.234213098729,402.08710946332025,385.1642874875985,275.3401154541935,336.8748759956822,3.25089605734767,76.67562724014337,35.69292,8.950875,0.0,0,0,21170.915,21170.881,21170.915,10785.263,10785.219,13503.25922757241,13503.199274904726,13503.25922757241,8268.927708704328,8268.967206330119,4895.345448093236,4895.345675718006,1712.0518325941623,1711.9679053042544,None,104960,39084,8.567414967000861,13.444686145355963,29406.39207999794,43665.00481796473,0.0,0
