exp,peers,nlr,failures,numStraggler,numTnCheckpointCnt,numPrivCnt,UseSig,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,64,1,0,0,3,10,false,Straggler,60000,1,1gbit,1,Pbft,16,4,64,32,Simple,2048,4096,8000,32,16,1024,16,true,false,131072000,35000,546,false,16406,196608,external,32,8192,,,None,674,,1368.0135480182928,None,603.679319830247,None,2854.832239953903,None,None,None,24.865249,None,0.0,0,0,21267.087,21267.03,21267.087,,,16374.57817679116,16374.499560003811,16374.57817679116,None,None,3303.776643707839,3303.7676481044455,None,None,None,52480,0,7.22366483888194,None,21105.760895456948,None,0.0,0
0001,64,1,0,0,3,10,false,Straggler,60000,1,1gbit,1,Pbft,16,4,64,32,Simple,2048,4096,8000,32,16,1024,16,true,false,131072000,40000,625,false,18750,196608,external,32,8192,,,None,441,,1136.077058901919,None,519.8151878121597,None,1545.1707287451688,None,None,None,23.77526,None,0.0,0,0,26876.411,26876.369,26876.411,,,18382.24497531317,18382.160841701094,18382.24497531317,None,None,4196.529341387292,4196.531972900008,None,None,None,60032,0,7.0396592894296415,None,25249.776448291206,None,0.0,0
