exp,peers,nlr,failures,StrgglerCnt,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,8,1,0,1,Straggler,60000,1,1gbit,2,Pbft,32,8,256,32,Simple,256,4096,1000,32,2,128,16,true,false,131072000,100000,390,false,11718,16384,external,32,8192,4096,4096,4096.0,1411,1432,2289.8241187606654,2294.5866828306475,278.48278147227273,261.263524754206,13.80344999304267,57.16992360802449,17.46551724137931,78.85344827586206,445.096405,10.014532,3.0,3,3,366007.446,280461.026,366007.446,10165.341,10165.303,206519.91110349563,115208.42033330446,206519.91110349563,210334.2876607807,4380.931133091788,121742.0653048923,87507.66391892816,4495.278778476897,4495.293891031148,1.3846153846153846,150016,8280,1.629839454007607,7.590849238910018,3370.415899000577,3332.765142840904,2.0,16
0001,16,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,16,Simple,256,4096,1000,32,4,256,16,true,false,131072000,100000,390,false,11718,16384,external,32,8192,4096,4096,4096.0,1403,1428,2276.5449018771333,2280.8302488509853,337.3658310497358,329.18787731430865,38.009868555545566,126.83358316701485,15.049107142857142,57.357142857142854,221.816373,10.064424,2.0,2,2,189612.284,130607.307,189612.284,9949.481,9948.517,95820.5863037076,53636.62971355055,95820.5863037076,94764.00376802785,4384.719926435012,61876.75619899393,39812.86326142315,3965.0536777840803,3965.0845784940275,None,150016,18188,2.3290321260564806,8.824490458519692,6763.071542964955,6252.933289819806,1.0,16
0002,32,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,16,Simple,512,4096,1000,32,8,512,16,true,false,131072000,100000,390,false,11718,16384,external,32,8192,4096,4096,4096.0,1400,1428,2271.862380428624,2278.0827324172565,516.9540268232829,490.07241727352266,73.764070095923,266.43317180789035,12.023148148148149,39.854166666666664,220.443158,4.513944,0.0,0,0,188310.022,188309.971,188310.022,4837.365,4837.327,94349.97240183315,94349.8399213812,94349.97240183315,93544.12356403231,2823.4593527167003,61313.480934660256,61313.57736776113,1596.2895707471996,1596.1828131395332,None,150015,16510,2.3027667266254843,8.193961172653474,6805.15564016734,6253.455166536854,0.0,0
0003,64,1,0,1,Straggler,60000,1,1gbit,1,Pbft,32,8,256,16,Simple,1024,4096,2000,32,16,1024,16,true,false,131072000,100000,390,false,11718,24576,external,32,8192,4096,4096,4096.0,-30807,-30192,1335.003979575512,1149.3502362925776,7841.29249031728,8626.135242288914,269.8582915370433,623.1248005379679,8.40234375,28.517578125,240.034061,9.128475,0.0,0,0,189051.553,189051.505,189051.553,9740.29,9740.252,80115.41011952725,80113.85315204377,80115.41011952725,76696.99286781586,5723.471349080185,59149.559833811974,59149.53519447488,3211.0651254813806,3209.7976488016548,None,150016,35605,4.210887222777951,6317.056051338614,6249.779692724525,6259.729503726477,0.0,0
