exp,peers,nlr,failures,numStraggler,numPrivCnt,UseSig,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,16,1,0,0,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,5000,19,false,585,16384,external,32,8192,605,612,608.3958333333334,0,51456,50266.20595366379,52066.01739723691,9505.496943170063,324.9235403920471,140.68473348074087,128.34658990286817,1.3170103092783505,12.213917525773196,17.400555,11.637867,0.0,0,0,3774.372,3774.318,3774.372,3773.498,3773.456,2700.5381868265085,2700.4650315193967,2700.5381868265085,2704.137259490287,2704.06477971841,685.2800175250475,685.2923442048817,679.1155893550626,679.1179746035258,None,7424,5611,8.839050882604091,9.505214005932839,4266.530579053369,4821.330231734046,0.0,0
0001,16,1,0,0,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,10000,39,false,1171,16384,external,32,8192,1244,1252,1293.2467532467533,0,24496,24656.283633474577,25080.992651786535,3252.9524848302867,317.25558343207524,143.70606065396663,138.9219997491553,1.5223463687150838,22.38826815642458,29.039711,6.225563,0.0,0,0,16587.732,16587.696,16587.732,8364.24,8364.191,10914.575961930614,10914.5169279661,10914.575961930614,5704.761012504598,5705.159319109803,4490.930751559286,4490.945600412858,1831.802970055531,1831.664720847857,None,15104,5438,8.172399898648953,8.572976796959955,5201.153689167223,8734.95296730593,0.0,0
0002,16,1,0,0,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,15000,58,false,1757,16384,external,32,8192,1853,1863,1926.0898876404494,0,16096,16518.58575994318,16710.14830438832,1798.7211722432662,315.50503325668393,196.73364855895048,130.4987633879467,1.88,30.6275,41.309829,2.624603,1.0,1,1,21346.917,21346.872,21346.917,5388.21,5388.166,14504.93538454368,14504.880115101207,14504.93538454368,3961.6578547685003,3961.575745943807,5093.211113227532,5093.220235035032,1055.3677651029786,1055.340218327705,None,22528,2527,7.819926741992559,8.653594100154558,5453.423687616814,9628.122805620507,0.0,0
0003,16,1,0,0,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,20000,78,false,2343,16384,external,32,8192,2487,3879,2941.2763157894738,11592,11678,12196.453522245763,12302.360901635966,1170.5463800208113,315.3005926801861,189.37980632700558,128.0886971965318,2.017543859649123,38.57393483709273,45.014904,3.861596,1.0,1,1,24837.746,24062.63,24837.746,6761.133,6761.071,16809.069750364142,16353.91827439751,16809.069750364142,5183.778782875512,5183.70163471654,5816.504199579315,5875.730512221561,1323.655466408639,1323.6414821088285,None,30208,3422,5.719005182745157,7.324545099970885,6710.666316204962,8861.620946365181,0.0,0
0004,16,1,0,0,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,25000,97,false,2929,16384,external,32,8192,3091,4096,3447.5421686746986,9115,9167,9728.805329623288,9797.673190022308,868.8543504926423,318.9979002080426,153.58289718925477,124.43954660678574,2.095744680851064,49.375,56.1579,4.835052,1.0,1,1,23794.899,23393.689,23794.899,8041.471,8041.411,17506.04335672624,16994.45376182577,17506.04335672624,6943.427854275501,6943.356912015397,6101.842120267702,5746.092421451433,736.198567747886,736.1801922917388,1.0,37376,3637,5.022390128003867,7.793816554967816,6655.519526193109,7522.152812420632,0.0,0
0005,16,1,0,0,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,30000,117,false,3515,16384,external,32,8192,3740,4096,3934.024096385542,7356,7401,8001.206498579545,8045.769118061426,695.5542195777205,350.79557559995476,172.6749939581521,122.1821205324012,2.271767810026385,55.2401055408971,52.434592,6.274107,1.0,1,1,24982.969,24093.071,24982.969,9391.674,9391.62,17633.802425714668,16650.323435546874,17633.802425714668,7534.12502129307,7535.164110358181,6290.668219992201,5770.581406470349,1987.1538364449175,1985.7127202362108,1.2777777777777777,45056,5166,6.259543279491838,7.856855290830017,8592.800722088197,8233.841086867023,0.0,0
0006,16,1,0,0,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,35000,136,false,4101,16384,external,32,8192,4096,4096,4096.0,6163,6263,6815.347427591463,6853.058987165708,888.3181711310979,418.6136063413046,164.59179972985746,121.56584445300143,2.52258064516129,62.961290322580645,56.351594,0.18011,1.0,1,1,27105.384,26052.005,27105.384,10796.93,10796.811,20296.072334775152,19105.237346570124,20296.072334775152,9817.66698184505,9817.57905087608,6096.886912548877,5465.1591708116875,501.955347001698,501.9191084948861,1.4761904761904763,52480,4737,5.642002911033417,9.079975841406213,9312.957500368135,263005.940813947,0.0,0
0007,16,1,0,0,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,40000,156,false,4687,16384,external,32,8192,4096,4096,4096.0,5231,5267,5896.134291888298,5922.189853477482,499.69212140545176,317.49488081773796,160.1870716703492,120.82611792457602,2.745406824146982,59.13910761154855,59.409245,8.596368,1.0,1,1,31249.655,26492.497,31249.655,12136.339,12136.278,21012.394729720745,19650.55282714428,21012.394729720745,11022.927795402702,11022.848364449903,6485.535303140716,5578.722498953287,942.6398452252839,942.6186169614891,1.6923076923076923,60160,5699,5.612425297343742,7.417545049968337,10126.370062437252,6629.544012075798,0.0,0
0008,16,1,0,0,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,45000,175,false,5273,16384,external,32,8192,4096,4096,4096.0,4534,4769,5217.14806618346,5267.877085042384,519.4434594653538,317.2897746659075,156.94786584881166,148.42613326101377,2.9655172413793105,69.12068965517241,63.378374,0.172226,1.0,1,1,33607.497,28755.209,33607.497,13661.763,13661.702,23284.920398987048,21788.43251595176,23284.920398987048,12701.616418781725,12701.545480203045,6621.846087417159,5648.385184312243,492.2831313237418,492.2640454257238,2.6,67328,5910,6.1523480229620935,18.088170788508585,10623.181970556707,343153.7630787454,0.0,0
0009,16,1,0,0,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,1000,32,4,256,16,true,false,131072000,50000,195,false,5859,16384,external,32,8192,4096,4096,4096.0,3957,3986,4642.748893451365,4657.390018323009,560.8523641243194,532.7240667202137,150.96045942849335,122.35937668693992,3.016216216216216,61.38108108108108,67.003974,11.527515,1.0,1,1,36014.699,29736.834,36014.699,14999.526,14999.48,24026.860579151555,22354.31346109748,24026.860579151555,12590.60736397499,12591.90670010644,7500.905458911286,6276.690086226208,3667.6713189075094,3666.0017013232596,2.0,75008,7517,5.804105744855253,7.163082868570096,11194.559892820685,6520.919729881071,0.0,0
