04:36:31.081 INF Connecting to orderer. addrStr=13.211.11.123:10165 peerId=15
04:36:31.082 INF Connecting to orderer. addrStr=18.222.163.69:10000 peerId=0
04:36:31.082 INF Connecting to orderer. addrStr=3.12.76.199:10011 peerId=1
04:36:31.082 INF Connecting to orderer. addrStr=13.58.191.42:10022 peerId=2
04:36:31.082 INF Connecting to orderer. addrStr=18.188.33.191:10033 peerId=3
04:36:31.082 INF Connecting to orderer. addrStr=13.39.158.215:10044 peerId=4
04:36:31.082 INF Connecting to orderer. addrStr=15.237.28.190:10055 peerId=5
04:36:31.082 INF Connecting to orderer. addrStr=15.237.100.31:10066 peerId=6
04:36:31.082 INF Connecting to orderer. addrStr=52.47.76.69:10077 peerId=7
04:36:31.082 INF Connecting to orderer. addrStr=3.112.71.221:10088 peerId=8
04:36:31.082 INF Connecting to orderer. addrStr=13.231.255.231:10099 peerId=9
04:36:31.082 INF Connecting to orderer. addrStr=43.207.143.169:10110 peerId=10
04:36:31.082 INF Connecting to orderer. addrStr=54.248.66.247:10121 peerId=11
04:36:31.083 INF Connecting to orderer. addrStr=3.104.79.78:10132 peerId=12
04:36:31.083 INF Connecting to orderer. addrStr=13.239.3.192:10143 peerId=13
04:36:31.083 INF Connecting to orderer. addrStr=3.25.115.53:10154 peerId=14
04:36:31.115 INF Connected to orderer. addrStr=15.237.28.190:10055 id=5
04:36:31.136 INF Connected to orderer. addrStr=13.39.158.215:10044 id=4
04:36:31.136 INF Connected to orderer. addrStr=15.237.100.31:10066 id=6
04:36:31.162 INF Connected to orderer. addrStr=52.47.76.69:10077 id=7
04:36:31.545 INF Connected to orderer. addrStr=18.188.33.191:10033 id=3
04:36:31.546 INF Connected to orderer. addrStr=18.222.163.69:10000 id=0
04:36:31.546 INF Connected to orderer. addrStr=13.58.191.42:10022 id=2
04:36:31.547 INF Connected to orderer. addrStr=3.12.76.199:10011 id=1
04:36:32.153 INF Connected to orderer. addrStr=54.248.66.247:10121 id=11
04:36:32.154 INF Connected to orderer. addrStr=13.231.255.231:10099 id=9
04:36:32.168 INF Connected to orderer. addrStr=3.112.71.221:10088 id=8
04:36:32.196 INF Connected to orderer. addrStr=43.207.143.169:10110 id=10
04:36:32.474 INF Connected to orderer. addrStr=3.104.79.78:10132 id=12
04:36:32.474 INF Connected to orderer. addrStr=13.211.11.123:10165 id=15
04:36:32.475 INF Connected to orderer. addrStr=3.25.115.53:10154 id=14
04:36:32.518 INF Connected to orderer. addrStr=13.239.3.192:10143 id=13
04:36:32.523 INF Connected to orderers.
04:36:32.523 INF Non crashing node count. count=16
04:36:32.525 INF Updating bucket assignment. epoch=0
04:36:32.525 INF Resubmitted Requests. epoch=0 n=0
04:36:32.526 INF Setting up client timeout. clientRunTime=15000
04:36:32.526 INF Starting to submit requests. numRequests=4687
04:36:41.088 INF Request finished (out of order). clSeqNr=129
04:36:41.089 INF Request finished (out of order). clSeqNr=145
04:36:41.092 INF Request finished (out of order). clSeqNr=1
04:36:41.093 INF Request finished (out of order). clSeqNr=17
04:36:41.093 INF Request finished (out of order). clSeqNr=33
04:36:41.094 INF Request finished (out of order). clSeqNr=49
04:36:41.094 INF Request finished (out of order). clSeqNr=65
04:36:41.095 INF Request finished (out of order). clSeqNr=81
04:36:41.095 INF Request finished (out of order). clSeqNr=97
04:36:41.134 INF Request finished (out of order). clSeqNr=113
04:36:41.134 INF Request finished (out of order). clSeqNr=161
04:36:41.134 INF Request finished (out of order). clSeqNr=177
04:36:41.135 INF Request finished (out of order). clSeqNr=130
04:36:41.135 INF Request finished (out of order). clSeqNr=2
04:36:41.135 INF Request finished (out of order). clSeqNr=18
04:36:41.135 INF Request finished (out of order). clSeqNr=34
04:36:41.135 INF Request finished (out of order). clSeqNr=50
04:36:41.135 INF Request finished (out of order). clSeqNr=66
04:36:41.135 INF Request finished (out of order). clSeqNr=82
04:36:41.135 INF Request finished (out of order). clSeqNr=98
04:36:41.135 INF Request finished (out of order). clSeqNr=114
04:36:41.135 INF Request finished (out of order). clSeqNr=146
04:36:41.135 INF Request finished (out of order). clSeqNr=162
04:36:41.135 INF Request finished (out of order). clSeqNr=178
04:36:47.526 INF Stopping client on timeout. clientRunTime=15000
04:36:47.532 INF Finished submitting requests. nReq=2342
04:36:51.023 INF Request finished (out of order). clSeqNr=132
04:36:51.026 INF Request finished (out of order). clSeqNr=4
04:36:51.027 INF Request finished (out of order). clSeqNr=20
04:36:51.027 INF Request finished (out of order). clSeqNr=36
04:36:51.027 INF Request finished (out of order). clSeqNr=52
04:36:51.028 INF Request finished (out of order). clSeqNr=68
04:36:51.028 INF Request finished (out of order). clSeqNr=84
04:36:51.029 INF Request finished (out of order). clSeqNr=100
04:36:51.029 INF Request finished (out of order). clSeqNr=116
04:36:51.029 INF Request finished (out of order). clSeqNr=148
04:36:51.030 INF Request finished (out of order). clSeqNr=164
04:36:51.030 INF Request finished (out of order). clSeqNr=180
04:36:51.116 INF Request finished (out of order). clSeqNr=134
04:36:51.116 INF Request finished (out of order). clSeqNr=150
04:36:51.116 INF Request finished (out of order). clSeqNr=166
04:36:51.116 INF Request finished (out of order). clSeqNr=6
04:36:51.116 INF Request finished (out of order). clSeqNr=22
04:36:51.116 INF Request finished (out of order). clSeqNr=38
04:36:51.116 INF Request finished (out of order). clSeqNr=54
04:36:51.116 INF Request finished (out of order). clSeqNr=70
04:36:51.116 INF Request finished (out of order). clSeqNr=86
04:36:51.116 INF Request finished (out of order). clSeqNr=102
04:36:51.116 INF Request finished (out of order). clSeqNr=118
04:36:51.116 INF Request finished (out of order). clSeqNr=182
04:36:51.116 INF Request finished (out of order). clSeqNr=136
04:36:51.116 INF Request finished (out of order). clSeqNr=152
04:36:51.116 INF Request finished (out of order). clSeqNr=168
04:36:51.116 INF Request finished (out of order). clSeqNr=8
04:36:51.116 INF Request finished (out of order). clSeqNr=24
04:36:51.116 INF Request finished (out of order). clSeqNr=40
04:36:51.116 INF Request finished (out of order). clSeqNr=56
04:36:51.116 INF Request finished (out of order). clSeqNr=72
04:36:51.116 INF Request finished (out of order). clSeqNr=88
04:36:51.116 INF Request finished (out of order). clSeqNr=104
04:36:51.116 INF Request finished (out of order). clSeqNr=120
04:36:51.116 INF Request finished (out of order). clSeqNr=184
04:36:51.116 INF Request finished (out of order). clSeqNr=137
04:36:51.116 INF Request finished (out of order). clSeqNr=153
04:36:51.116 INF Request finished (out of order). clSeqNr=9
04:36:51.116 INF Request finished (out of order). clSeqNr=25
04:36:51.117 INF Request finished (out of order). clSeqNr=41
04:36:51.117 INF Request finished (out of order). clSeqNr=57
04:36:51.117 INF Request finished (out of order). clSeqNr=73
04:36:51.117 INF Request finished (out of order). clSeqNr=89
04:36:51.117 INF Request finished (out of order). clSeqNr=105
04:36:51.117 INF Request finished (out of order). clSeqNr=121
04:36:51.119 INF Request finished (out of order). clSeqNr=169
04:36:51.119 INF Request finished (out of order). clSeqNr=139
04:36:51.119 INF Request finished (out of order). clSeqNr=11
04:36:51.119 INF Request finished (out of order). clSeqNr=27
04:36:51.119 INF Request finished (out of order). clSeqNr=43
04:36:51.119 INF Request finished (out of order). clSeqNr=59
04:36:51.119 INF Request finished (out of order). clSeqNr=75
04:36:51.119 INF Request finished (out of order). clSeqNr=91
04:36:51.119 INF Request finished (out of order). clSeqNr=107
04:36:51.119 INF Request finished (out of order). clSeqNr=123
04:36:51.119 INF Request finished (out of order). clSeqNr=155
04:36:51.119 INF Request finished (out of order). clSeqNr=171
04:36:51.119 INF Request finished (out of order). clSeqNr=140
04:36:51.119 INF Request finished (out of order). clSeqNr=12
04:36:51.119 INF Request finished (out of order). clSeqNr=28
04:36:51.119 INF Request finished (out of order). clSeqNr=44
04:36:51.119 INF Request finished (out of order). clSeqNr=60
04:36:51.119 INF Request finished (out of order). clSeqNr=76
04:36:51.120 INF Request finished (out of order). clSeqNr=92
04:36:51.120 INF Request finished (out of order). clSeqNr=108
04:36:51.120 INF Request finished (out of order). clSeqNr=124
04:36:51.120 INF Request finished (out of order). clSeqNr=156
04:36:51.120 INF Request finished (out of order). clSeqNr=172
04:36:51.120 INF Request finished (out of order). clSeqNr=141
04:36:51.120 INF Request finished (out of order). clSeqNr=13
04:36:51.120 INF Request finished (out of order). clSeqNr=29
04:36:51.120 INF Request finished (out of order). clSeqNr=45
04:36:51.121 INF Request finished (out of order). clSeqNr=61
04:36:51.121 INF Request finished (out of order). clSeqNr=77
04:36:51.121 INF Request finished (out of order). clSeqNr=93
04:36:51.121 INF Request finished (out of order). clSeqNr=109
04:36:51.121 INF Request finished (out of order). clSeqNr=125
04:36:51.121 INF Request finished (out of order). clSeqNr=157
04:36:51.121 INF Request finished (out of order). clSeqNr=173
04:36:51.122 INF Request finished (out of order). clSeqNr=142
04:36:51.126 INF Request finished (out of order). clSeqNr=14
04:36:51.126 INF Request finished (out of order). clSeqNr=30
04:36:51.126 INF Request finished (out of order). clSeqNr=46
04:36:51.126 INF Request finished (out of order). clSeqNr=62
04:36:51.127 INF Request finished (out of order). clSeqNr=78
04:36:51.163 INF Request finished (out of order). clSeqNr=94
04:36:51.164 INF Request finished (out of order). clSeqNr=110
04:36:51.164 INF Request finished (out of order). clSeqNr=126
04:36:51.164 INF Request finished (out of order). clSeqNr=158
04:36:51.164 INF Request finished (out of order). clSeqNr=174
04:36:51.164 INF Request finished (out of order). clSeqNr=143
04:36:51.164 INF Request finished (out of order). clSeqNr=15
04:36:51.164 INF Request finished (out of order). clSeqNr=31
04:36:51.164 INF Request finished (out of order). clSeqNr=47
04:36:51.164 INF Request finished (out of order). clSeqNr=63
04:36:51.164 INF Request finished (out of order). clSeqNr=79
04:36:51.164 INF Request finished (out of order). clSeqNr=95
04:36:51.164 INF Request finished (out of order). clSeqNr=111
04:36:51.164 INF Request finished (out of order). clSeqNr=127
04:36:51.164 INF Request finished (out of order). clSeqNr=159
04:36:51.164 INF Request finished (out of order). clSeqNr=175
04:36:51.164 INF Request finished (out of order). clSeqNr=144
04:36:51.164 INF Request finished (out of order). clSeqNr=0
04:36:51.164 INF Request delivered (in order). clSeqNr=0
04:36:51.164 INF Request delivered (in order). clSeqNr=1
04:36:51.164 INF Request delivered (in order). clSeqNr=2
04:36:51.164 INF Request finished (out of order). clSeqNr=16
04:36:51.164 INF Request finished (out of order). clSeqNr=32
04:36:51.164 INF Request finished (out of order). clSeqNr=48
04:36:51.164 INF Request finished (out of order). clSeqNr=64
04:36:51.164 INF Request finished (out of order). clSeqNr=80
04:36:51.164 INF Request finished (out of order). clSeqNr=96
04:36:51.164 INF Request finished (out of order). clSeqNr=112
04:36:51.164 INF Request finished (out of order). clSeqNr=128
04:36:51.164 INF Request finished (out of order). clSeqNr=160
04:36:51.164 INF Request finished (out of order). clSeqNr=176
04:36:51.164 INF Request finished (out of order). clSeqNr=385
04:36:51.164 INF Request finished (out of order). clSeqNr=401
04:36:51.164 INF Request finished (out of order). clSeqNr=417
04:36:51.164 INF Request finished (out of order). clSeqNr=433
04:36:51.164 INF Request finished (out of order). clSeqNr=193
04:36:51.164 INF Request finished (out of order). clSeqNr=209
04:36:51.164 INF Request finished (out of order). clSeqNr=225
04:36:51.164 INF Request finished (out of order). clSeqNr=241
04:36:51.164 INF Request finished (out of order). clSeqNr=257
04:36:51.164 INF Request finished (out of order). clSeqNr=273
04:36:51.164 INF Request finished (out of order). clSeqNr=289
04:36:51.207 INF Request finished (out of order). clSeqNr=305
04:36:51.207 INF Request finished (out of order). clSeqNr=321
04:36:51.208 INF Request finished (out of order). clSeqNr=337
04:36:51.208 INF Request finished (out of order). clSeqNr=353
04:36:51.208 INF Request finished (out of order). clSeqNr=369
04:36:51.208 INF Request finished (out of order). clSeqNr=386
