09:34:25.751 INF Precomputing requests. numRequests=1920
09:34:26.863 INF Connecting to orderer. addrStr=127.0.0.1:10000 peerId=0
09:34:26.863 INF Connecting to orderer. addrStr=127.0.0.1:10022 peerId=2
09:34:26.863 INF Connecting to orderer. addrStr=127.0.0.1:10033 peerId=3
09:34:26.864 INF Connecting to orderer. addrStr=127.0.0.1:10011 peerId=1
09:34:26.877 INF Connected to orderer. addrStr=127.0.0.1:10000 id=0
09:34:26.878 INF Connected to orderer. addrStr=127.0.0.1:10011 id=1
09:34:26.878 INF Connected to orderer. addrStr=127.0.0.1:10022 id=2
09:34:26.879 INF Connected to orderer. addrStr=127.0.0.1:10033 id=3
09:34:26.915 INF Connected to orderers.
09:34:26.915 INF Non crashing node count. count=4
09:34:26.916 INF Updating bucket assignment. epoch=0
09:34:26.916 INF Resubmitted Requests. epoch=0 n=0
09:34:26.926 INF Setting up client timeout. clientRunTime=15000
09:34:26.926 INF Starting to submit requests. numRequests=1920
09:34:27.693 INF Request finished (out of order). clSeqNr=17
09:34:27.693 INF Request finished (out of order). clSeqNr=33
09:34:27.693 INF Request finished (out of order). clSeqNr=0
09:34:27.693 INF Request finished (out of order). clSeqNr=16
09:34:27.693 INF Request finished (out of order). clSeqNr=22
09:34:27.694 INF Request finished (out of order). clSeqNr=25
09:34:27.694 INF Request finished (out of order). clSeqNr=12
09:34:27.694 INF Request finished (out of order). clSeqNr=21
09:34:27.694 INF Request finished (out of order). clSeqNr=35
09:34:27.694 INF Request finished (out of order). clSeqNr=9
09:34:27.694 INF Request finished (out of order). clSeqNr=3
09:34:27.694 INF Request finished (out of order). clSeqNr=4
09:34:27.694 INF Request finished (out of order). clSeqNr=13
09:34:27.695 INF Request finished (out of order). clSeqNr=36
09:34:27.695 INF Request finished (out of order). clSeqNr=8
09:34:27.695 INF Request finished (out of order). clSeqNr=45
09:34:27.695 INF Request finished (out of order). clSeqNr=47
09:34:27.695 INF Request finished (out of order). clSeqNr=20
09:34:27.695 INF Request finished (out of order). clSeqNr=32
09:34:27.695 INF Request finished (out of order). clSeqNr=37
09:34:27.695 INF Request finished (out of order). clSeqNr=5
09:34:27.696 INF Request finished (out of order). clSeqNr=23
09:34:27.696 INF Request finished (out of order). clSeqNr=48
09:34:27.696 INF Request finished (out of order). clSeqNr=18
09:34:27.696 INF Request finished (out of order). clSeqNr=15
09:34:27.696 INF Request finished (out of order). clSeqNr=30
09:34:27.696 INF Request finished (out of order). clSeqNr=19
09:34:27.696 INF Request finished (out of order). clSeqNr=39
09:34:27.696 INF Request finished (out of order). clSeqNr=26
09:34:27.696 INF Request finished (out of order). clSeqNr=28
