exp,peers,nlr,failures,StrgglerCnt,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,8,1,0,0,Straggler,60000,1,1gbit,2,Pbft,32,8,256,64,Simple,512,4096,1000,32,2,128,16,true,false,131072000,5000,19,false,585,16384,external,32,8192,605,612,608.1454545454545,0,51465,50291.43830818965,52088.20858616505,9510.194535463008,324.75171945508276,66.89973006839176,65.8364058923506,1.980952380952381,5.571428571428571,16.617618,13.011334,0.0,0,0,1931.738,1931.623,1931.738,1936.621,1936.597,1411.832487338362,1411.7923825431035,1411.832487338362,1419.1582151431207,1419.1201548406957,345.9132581639653,345.9115434437306,349.7017590865256,349.7236699798111,1.6964285714285714,7424,6498,8.394300159740219,8.423018701168985,4467.547635286838,4994.107445093639,0.0,0
0001,8,1,0,0,Straggler,60000,1,1gbit,2,Pbft,32,8,256,64,Simple,512,4096,1000,32,2,128,16,true,false,131072000,10000,39,false,1171,16384,external,32,8192,1244,1253,1248.7692307692307,0,24515,24709.05124470339,25141.370649830613,3264.234777585365,366.28751598547035,66.89607914158248,67.45307575635758,3.2009345794392523,9.327102803738319,17.090996,12.558103,0.0,0,0,1973.715,1973.688,1973.715,2019.63,2019.602,1437.7812560911018,1437.7479376324152,1437.7812560911018,1444.2800037039838,1444.2289391442396,363.39067446041804,363.39113268160946,365.96056573688395,365.9640017402796,1.7142857142857142,15104,13229,8.394421156062009,8.595263662605488,8837.401869381983,10534.234350522527,0.0,0
0002,8,1,0,0,Straggler,60000,1,1gbit,2,Pbft,32,8,256,64,Simple,512,4096,1000,32,2,128,16,true,false,131072000,15000,58,false,1757,16384,external,32,8192,1848,1863,1853.8125,0,16117,16561.811922940342,16756.00183549955,1805.7124557402929,330.2861154211454,66.90019750412749,63.951280303179885,4.283783783783784,13.036036036036036,17.088702,13.047758,0.0,0,0,2096.123,2096.09,2096.123,2144.772,2144.748,1463.759470303622,1463.7274431818182,1463.759470303622,1480.3009856336323,1480.2698688879927,389.2005187808507,389.2009251058741,394.3389813532033,394.33695013593274,1.4642857142857142,22528,19838,8.392931428977192,8.546080504230959,13182.979023216625,15204.144650751494,0.0,0
0003,8,1,0,0,Straggler,60000,1,1gbit,2,Pbft,32,8,256,64,Simple,512,4096,1000,32,2,128,16,true,false,131072000,20000,78,false,2343,16384,external,32,8192,2490,2504,2497.7075471698113,11638,11701,12242.303065413136,12353.277645394295,1183.8061249706639,350.77941963021715,66.91219480252924,68.15454681466576,5.3657407407407405,16.912037037037038,17.089775,12.935665,0.0,0,0,2289.235,2289.203,2289.235,2350.812,2350.784,1494.5281900489936,1494.4965865995762,1494.5281900489936,1513.530090881835,1513.5037835244734,429.8862695517863,429.88642434349606,440.08286811357345,440.0885546909136,1.3214285714285714,30208,26683,8.393481092468994,8.146568135205978,17676.066536861956,20627.46677499765,0.0,0
0004,8,1,0,0,Straggler,60000,1,1gbit,2,Pbft,32,8,256,64,Simple,512,4096,1000,32,2,128,16,true,false,131072000,25000,97,false,2929,16384,external,32,8192,3097,3113,3106.3584905660377,9134,9186,9792.41007598459,9865.179541966354,1034.3881329683893,668.3150555300062,66.89492358850336,68.20681795352264,6.2207207207207205,20.103603603603602,17.107828,12.950819,0.0,0,0,2346.373,2346.34,2346.373,2395.85,2395.814,1522.2634239351455,1522.2324862478597,1522.2634239351455,1541.7279870470222,1541.6974772419194,433.9673440829481,433.966555304033,444.0088684733223,444.006804367451,1.3928571428571428,37376,33197,8.393245646003821,8.145644116808537,21847.308729080043,25633.127912605374,0.0,0
0005,8,1,0,0,Straggler,60000,1,1gbit,2,Pbft,32,8,256,64,Simple,512,4096,1000,32,2,128,16,true,false,131072000,30000,117,false,3515,16384,external,32,8192,3738,3755,3746.471153846154,7394,7428,8066.084916548295,8121.246103424983,692.653219448818,328.5124075334809,66.88219306711066,65.80342161489749,7.189814814814815,23.89351851851852,17.10406,12.922637,0.0,0,0,2389.291,2389.224,2389.291,2440.212,2440.186,1531.5476290394176,1531.5159787819603,1531.5476290394176,1552.6235012369125,1552.5924504110549,441.4898347422468,441.48856555824585,451.65847140181353,451.65562048786376,1.1071428571428572,45056,40019,8.39140331645925,8.587662320236074,26342.283644935764,30968.13754034877,0.0,0
0006,8,1,0,0,Straggler,60000,1,1gbit,2,Pbft,32,8,256,64,Simple,512,4096,1000,32,2,128,16,true,false,131072000,35000,136,false,4101,16384,external,32,8192,4096,4096,4096.0,6205,6234,6891.731478658537,6933.174990279518,583.5307133379856,328.3258580766973,66.71259759518806,69.10966457914212,7.763888888888889,26.416666666666668,17.549891,12.842852,0.0,0,0,2699.888,2699.863,2699.888,2678.244,2678.214,2007.0806892911585,2007.0494384717988,2007.0806892911585,1960.7968969467393,1960.7656886495367,435.2862853323814,435.2865096173093,435.719152217621,435.71765172461073,1.625,52480,43822,8.369558263607502,8.589159522660763,29903.319627455236,34121.70443138331,0.0,0
0007,8,1,0,0,Straggler,60000,1,1gbit,2,Pbft,32,8,256,64,Simple,512,4096,1000,32,2,128,16,true,false,131072000,40000,156,false,4687,16384,external,32,8192,4096,4096,4096.0,5264,5291,5971.107280585106,6005.918654238056,508.750716661743,325.7112872355984,66.3854025289255,69.05554922546355,7.907407407407407,27.34722222222222,19.704847,12.836333,0.0,0,0,4546.421,4546.39,4546.421,3777.98,3777.945,3114.875025448803,3114.8445823470747,3114.875025448803,2727.4921198221496,2727.461641146046,882.7700912523238,882.7711811867807,641.8830184280935,641.8832384962978,1.2678571428571428,60160,44082,8.325410396611671,8.576545046035019,30530.55930858027,34341.58337899149,0.0,0
0008,8,1,0,0,Straggler,60000,1,1gbit,2,Pbft,32,8,256,64,Simple,512,4096,1000,32,2,128,16,true,false,131072000,45000,175,false,5273,16384,external,32,8192,4096,4096,4096.0,4572,4599,5286.546815589353,5315.193248845597,459.9466563394203,324.45592975522504,66.20844331794304,68.16230108509437,8.241860465116279,28.57674418604651,21.655984,12.815392,0.0,0,0,6496.111,6496.069,6496.111,4819.004,4818.971,4139.665514347671,4139.634914121911,4139.665514347671,3267.791716057205,3267.79695417619,1488.5997191008441,1488.601601384396,918.0333424495118,918.0137985815558,1.3928571428571428,67328,44192,8.301286189176109,8.589013396548472,31089.790239963237,34483.533550905035,0.0,0
0009,8,1,0,0,Straggler,60000,1,1gbit,2,Pbft,32,8,256,64,Simple,512,4096,1000,32,2,128,16,true,false,131072000,50000,195,false,5859,16384,external,32,8192,4096,4096,4096.0,3982,4007,4714.834097696245,4740.58217372087,426.430874155531,324.19318595788906,66.10203491748186,69.45738749722724,8.810185185185185,30.208333333333332,24.264225,12.719305,0.0,0,0,8681.38,8681.361,8681.38,5705.045,5705.017,5263.83306605962,5263.802340043729,5263.83306605962,3758.913642679845,3758.8825971883743,2154.1084911981816,2154.1102251193975,1169.7845919728163,1169.7858653744167,1.3214285714285714,75008,44316,8.265225262400813,8.58863037111472,30913.000518252695,34841.526325534294,0.0,0
