08:51:58.564 INF Connecting to orderer. addrStr=13.236.68.134:10165 peerId=15
08:51:58.564 INF Connecting to orderer. addrStr=35.181.49.5:10066 peerId=6
08:51:58.564 INF Connecting to orderer. addrStr=13.38.113.59:10077 peerId=7
08:51:58.564 INF Connecting to orderer. addrStr=52.197.33.223:10088 peerId=8
08:51:58.565 INF Connecting to orderer. addrStr=43.207.232.164:10099 peerId=9
08:51:58.565 INF Connecting to orderer. addrStr=18.176.56.32:10110 peerId=10
08:51:58.565 INF Connecting to orderer. addrStr=54.250.59.28:10121 peerId=11
08:51:58.565 INF Connecting to orderer. addrStr=13.236.182.144:10132 peerId=12
08:51:58.565 INF Connecting to orderer. addrStr=3.106.60.107:10143 peerId=13
08:51:58.565 INF Connecting to orderer. addrStr=3.27.70.53:10154 peerId=14
08:51:58.591 INF Connecting to orderer. addrStr=35.180.62.7:10055 peerId=5
08:51:58.593 INF Connecting to orderer. addrStr=3.144.123.192:10000 peerId=0
08:51:58.593 INF Connecting to orderer. addrStr=3.129.69.225:10011 peerId=1
08:51:58.593 INF Connecting to orderer. addrStr=3.15.31.10:10022 peerId=2
08:51:58.593 INF Connecting to orderer. addrStr=18.191.82.197:10033 peerId=3
08:51:58.593 INF Connecting to orderer. addrStr=15.237.118.47:10044 peerId=4
08:51:58.594 INF Connected to orderer. addrStr=13.236.182.144:10132 id=12
08:51:58.606 INF Connected to orderer. addrStr=13.236.68.134:10165 id=15
08:51:58.608 INF Connected to orderer. addrStr=3.106.60.107:10143 id=13
08:51:58.608 INF Connected to orderer. addrStr=3.27.70.53:10154 id=14
08:51:59.135 INF Connected to orderer. addrStr=54.250.59.28:10121 id=11
08:51:59.140 INF Connected to orderer. addrStr=18.176.56.32:10110 id=10
08:51:59.162 INF Connected to orderer. addrStr=43.207.232.164:10099 id=9
08:51:59.171 INF Connected to orderer. addrStr=52.197.33.223:10088 id=8
08:51:59.535 INF Connected to orderer. addrStr=3.144.123.192:10000 id=0
08:51:59.542 INF Connected to orderer. addrStr=3.129.69.225:10011 id=1
08:51:59.545 INF Connected to orderer. addrStr=18.191.82.197:10033 id=3
08:51:59.548 INF Connected to orderer. addrStr=3.15.31.10:10022 id=2
08:51:59.956 INF Connected to orderer. addrStr=35.181.49.5:10066 id=6
08:51:59.983 INF Connected to orderer. addrStr=13.38.113.59:10077 id=7
08:51:59.996 INF Connected to orderer. addrStr=35.180.62.7:10055 id=5
08:52:00.000 INF Connected to orderer. addrStr=15.237.118.47:10044 id=4
08:52:00.001 INF Connected to orderers.
08:52:00.001 INF Non crashing node count. count=16
08:52:00.007 INF Updating bucket assignment. epoch=0
08:52:00.007 INF Resubmitted Requests. epoch=0 n=0
08:52:00.014 INF Setting up client timeout. clientRunTime=15000
08:52:00.014 INF Starting to submit requests. numRequests=5859
08:52:04.243 INF Request finished (out of order). clSeqNr=11
08:52:04.244 INF Request finished (out of order). clSeqNr=27
08:52:04.244 INF Request finished (out of order). clSeqNr=43
08:52:04.244 INF Request finished (out of order). clSeqNr=59
08:52:04.245 INF Request finished (out of order). clSeqNr=75
08:52:04.245 INF Request finished (out of order). clSeqNr=91
08:52:04.245 INF Request finished (out of order). clSeqNr=107
08:52:04.246 INF Request finished (out of order). clSeqNr=123
08:52:04.246 INF Request finished (out of order). clSeqNr=139
08:52:04.249 INF Request finished (out of order). clSeqNr=12
08:52:04.250 INF Request finished (out of order). clSeqNr=28
08:52:04.250 INF Request finished (out of order). clSeqNr=44
08:52:04.250 INF Request finished (out of order). clSeqNr=60
08:52:04.251 INF Request finished (out of order). clSeqNr=76
08:52:04.251 INF Request finished (out of order). clSeqNr=92
08:52:04.315 INF Request finished (out of order). clSeqNr=108
08:52:04.315 INF Request finished (out of order). clSeqNr=124
08:52:04.315 INF Request finished (out of order). clSeqNr=140
08:52:04.343 INF Request finished (out of order). clSeqNr=13
08:52:04.343 INF Request finished (out of order). clSeqNr=29
08:52:04.343 INF Request finished (out of order). clSeqNr=45
08:52:04.343 INF Request finished (out of order). clSeqNr=61
08:52:04.343 INF Request finished (out of order). clSeqNr=77
08:52:04.343 INF Request finished (out of order). clSeqNr=93
08:52:04.343 INF Request finished (out of order). clSeqNr=109
08:52:04.343 INF Request finished (out of order). clSeqNr=125
08:52:04.343 INF Request finished (out of order). clSeqNr=141
08:52:04.343 INF Request finished (out of order). clSeqNr=14
08:52:04.343 INF Request finished (out of order). clSeqNr=30
08:52:04.343 INF Request finished (out of order). clSeqNr=46
08:52:04.343 INF Request finished (out of order). clSeqNr=62
08:52:04.343 INF Request finished (out of order). clSeqNr=78
08:52:04.343 INF Request finished (out of order). clSeqNr=94
08:52:04.343 INF Request finished (out of order). clSeqNr=110
08:52:04.343 INF Request finished (out of order). clSeqNr=126
08:52:04.343 INF Request finished (out of order). clSeqNr=142
08:52:04.343 INF Request finished (out of order). clSeqNr=15
08:52:04.343 INF Request finished (out of order). clSeqNr=31
08:52:04.343 INF Request finished (out of order). clSeqNr=47
08:52:04.343 INF Request finished (out of order). clSeqNr=63
08:52:04.343 INF Request finished (out of order). clSeqNr=79
08:52:04.343 INF Request finished (out of order). clSeqNr=95
08:52:04.343 INF Request finished (out of order). clSeqNr=111
08:52:04.343 INF Request finished (out of order). clSeqNr=127
08:52:04.343 INF Request finished (out of order). clSeqNr=143
08:52:04.343 INF Request finished (out of order). clSeqNr=16
08:52:04.343 INF Request finished (out of order). clSeqNr=32
08:52:04.343 INF Request finished (out of order). clSeqNr=48
08:52:04.353 INF Request finished (out of order). clSeqNr=64
08:52:04.353 INF Request finished (out of order). clSeqNr=80
