05:15:59.795 INF Connecting to orderer. addrStr=54.206.100.187:10165 peerId=15
05:15:59.796 INF Connecting to orderer. addrStr=18.224.66.32:10022 peerId=2
05:15:59.796 INF Connecting to orderer. addrStr=3.145.10.99:10033 peerId=3
05:15:59.796 INF Connecting to orderer. addrStr=13.38.44.182:10044 peerId=4
05:15:59.796 INF Connecting to orderer. addrStr=13.58.170.174:10000 peerId=0
05:15:59.796 INF Connecting to orderer. addrStr=52.47.140.103:10055 peerId=5
05:15:59.796 INF Connecting to orderer. addrStr=18.224.69.134:10011 peerId=1
05:15:59.796 INF Connecting to orderer. addrStr=15.236.247.241:10066 peerId=6
05:15:59.796 INF Connecting to orderer. addrStr=13.39.159.180:10077 peerId=7
05:15:59.796 INF Connecting to orderer. addrStr=176.34.4.222:10088 peerId=8
05:15:59.796 INF Connecting to orderer. addrStr=54.250.208.24:10099 peerId=9
05:15:59.796 INF Connecting to orderer. addrStr=18.179.142.1:10110 peerId=10
05:15:59.797 INF Connecting to orderer. addrStr=52.196.45.25:10121 peerId=11
05:15:59.797 INF Connecting to orderer. addrStr=54.252.243.30:10132 peerId=12
05:15:59.797 INF Connecting to orderer. addrStr=13.239.133.4:10143 peerId=13
05:15:59.797 INF Connecting to orderer. addrStr=13.239.113.35:10154 peerId=14
05:15:59.843 INF Connected to orderer. addrStr=13.58.170.174:10000 id=0
05:15:59.843 INF Connected to orderer. addrStr=3.145.10.99:10033 id=3
05:15:59.844 INF Connected to orderer. addrStr=18.224.69.134:10011 id=1
05:15:59.847 INF Connected to orderer. addrStr=18.224.66.32:10022 id=2
05:16:00.323 INF Connected to orderer. addrStr=13.38.44.182:10044 id=4
05:16:00.323 INF Connected to orderer. addrStr=52.47.140.103:10055 id=5
05:16:00.323 INF Connected to orderer. addrStr=15.236.247.241:10066 id=6
05:16:00.323 INF Connected to orderer. addrStr=13.39.159.180:10077 id=7
05:16:00.503 INF Connected to orderer. addrStr=18.179.142.1:10110 id=10
05:16:00.508 INF Connected to orderer. addrStr=176.34.4.222:10088 id=8
05:16:00.510 INF Connected to orderer. addrStr=54.250.208.24:10099 id=9
05:16:00.514 INF Connected to orderer. addrStr=52.196.45.25:10121 id=11
05:16:00.732 INF Connected to orderer. addrStr=13.239.133.4:10143 id=13
05:16:00.756 INF Connected to orderer. addrStr=54.206.100.187:10165 id=15
05:16:00.790 INF Connected to orderer. addrStr=54.252.243.30:10132 id=12
05:16:00.795 INF Connected to orderer. addrStr=13.239.113.35:10154 id=14
05:16:00.796 INF Connected to orderers.
05:16:00.796 INF Non crashing node count. count=16
05:16:00.801 INF Updating bucket assignment. epoch=0
05:16:00.801 INF Resubmitted Requests. epoch=0 n=0
05:16:00.801 INF Setting up client timeout. clientRunTime=15000
05:16:00.801 INF Starting to submit requests. numRequests=4687
05:16:10.102 INF Request finished (out of order). clSeqNr=254
05:16:10.102 INF Request finished (out of order). clSeqNr=14
05:16:10.103 INF Request finished (out of order). clSeqNr=30
05:16:10.104 INF Request finished (out of order). clSeqNr=46
05:16:10.104 INF Request finished (out of order). clSeqNr=62
05:16:10.105 INF Request finished (out of order). clSeqNr=78
05:16:10.105 INF Request finished (out of order). clSeqNr=94
05:16:10.106 INF Request finished (out of order). clSeqNr=110
05:16:10.106 INF Request finished (out of order). clSeqNr=126
05:16:10.107 INF Request finished (out of order). clSeqNr=142
05:16:10.109 INF Request finished (out of order). clSeqNr=158
05:16:10.127 INF Request finished (out of order). clSeqNr=174
05:16:10.134 INF Request finished (out of order). clSeqNr=190
05:16:10.134 INF Request finished (out of order). clSeqNr=206
05:16:10.134 INF Request finished (out of order). clSeqNr=222
05:16:10.134 INF Request finished (out of order). clSeqNr=238
05:16:10.134 INF Request finished (out of order). clSeqNr=270
05:16:10.134 INF Request finished (out of order). clSeqNr=286
05:16:10.134 INF Request finished (out of order). clSeqNr=302
05:16:10.134 INF Request finished (out of order). clSeqNr=255
05:16:10.134 INF Request finished (out of order). clSeqNr=15
05:16:10.134 INF Request finished (out of order). clSeqNr=31
05:16:10.134 INF Request finished (out of order). clSeqNr=47
05:16:10.134 INF Request finished (out of order). clSeqNr=63
05:16:10.134 INF Request finished (out of order). clSeqNr=79
05:16:10.134 INF Request finished (out of order). clSeqNr=95
05:16:10.134 INF Request finished (out of order). clSeqNr=111
05:16:10.134 INF Request finished (out of order). clSeqNr=127
05:16:10.134 INF Request finished (out of order). clSeqNr=143
05:16:10.134 INF Request finished (out of order). clSeqNr=159
05:16:10.134 INF Request finished (out of order). clSeqNr=175
05:16:10.134 INF Request finished (out of order). clSeqNr=191
05:16:10.134 INF Request finished (out of order). clSeqNr=207
05:16:10.134 INF Request finished (out of order). clSeqNr=223
05:16:10.134 INF Request finished (out of order). clSeqNr=239
05:16:10.134 INF Request finished (out of order). clSeqNr=271
05:16:10.134 INF Request finished (out of order). clSeqNr=287
05:16:10.134 INF Request finished (out of order). clSeqNr=303
05:16:10.134 INF Request finished (out of order). clSeqNr=0
05:16:10.134 INF Request delivered (in order). clSeqNr=0
05:16:10.134 INF Request finished (out of order). clSeqNr=256
05:16:10.134 INF Request finished (out of order). clSeqNr=16
05:16:10.134 INF Request finished (out of order). clSeqNr=32
05:16:10.134 INF Request finished (out of order). clSeqNr=48
05:16:10.134 INF Request finished (out of order). clSeqNr=64
05:16:10.134 INF Request finished (out of order). clSeqNr=80
05:16:10.134 INF Request finished (out of order). clSeqNr=96
05:16:10.134 INF Request finished (out of order). clSeqNr=112
05:16:10.140 INF Request finished (out of order). clSeqNr=128
05:16:10.140 INF Request finished (out of order). clSeqNr=144
