0, 3
1, 3
2, 4
3, 2
4, 3
5, 2
6, 1
7, 1
8, 1
9, 1
10, 3
11, 1
12, 1
13, 3
14, 4
15, 6
16, 1
17, 6
18, 2
19, 5
20, 2
21, 2
22, 11
23, 3
24, 6
25, 7
26, 11
27, 12
28, 8
29, 13
30, 7
31, 7
32, 19
33, 7
34, 12
35, 18
36, 19
37, 9
38, 10
39, 4
40, 2
66, 1
69, 1
73, 1
74, 2
77, 4
79, 1
80, 2
81, 4
82, 3
83, 2
84, 1
85, 1
86, 2
87, 3
89, 4
90, 5
91, 2
92, 3
93, 1
94, 2
95, 1
96, 2
98, 6
100, 3
101, 1
102, 2
103, 6
104, 6
106, 6
107, 3
108, 6
109, 11
110, 4
111, 2
112, 3
113, 2
114, 5
115, 1
116, 6
118, 3
119, 2
120, 1
121, 1
122, 1
124, 3
127, 7
128, 3
130, 1
134, 2
135, 2
139, 1
140, 2
145, 1
1711, 3
1712, 1
1713, 5
1715, 1
1716, 1
1718, 2
1720, 1
1721, 7
1722, 18
1723, 8
1724, 9
1725, 21
1726, 2
1727, 1
1728, 37
1729, 12
1730, 18
1731, 26
1732, 11
1733, 9
1734, 14
1735, 31
1736, 25
1737, 16
1738, 14
1739, 24
1740, 36
1741, 16
1742, 31
1743, 45
1744, 55
1745, 28
1746, 22
1747, 28
1748, 40
1749, 42
1750, 37
1751, 47
1752, 11
1753, 24
1754, 18
1755, 19
1756, 9
1757, 30
1758, 35
1759, 19
1760, 30
1761, 20
1762, 14
1763, 32
1764, 15
1765, 7
1766, 5
1767, 7
1768, 17
1769, 21
1770, 22
1771, 20
1772, 5
1773, 10
1774, 8
1775, 14
1776, 2
1777, 4
1778, 7
1779, 1
1782, 2
1791, 2
1794, 9
1795, 1
1799, 17
1800, 5
1801, 8
1802, 12
1803, 9
1804, 2
1805, 5
1806, 7
1807, 2
1809, 10
1810, 5
1811, 5
1812, 14
1813, 6
1814, 7
1815, 1
1816, 15
1817, 7
1818, 1
1819, 32
1820, 23
1821, 16
1822, 20
1823, 14
1824, 10
1825, 4
1826, 17
1827, 18
1828, 3
1829, 9
1830, 6
1831, 3
1832, 19
1833, 14
1834, 19
1835, 26
1836, 23
1837, 19
1838, 17
1839, 12
1840, 8
1841, 11
1842, 7
1843, 12
1844, 17
1845, 18
1846, 12
1847, 4
1848, 5
1849, 8
1850, 3
1851, 21
1852, 11
1853, 6
1854, 17
1855, 2
1856, 5
1857, 4
1858, 24
1859, 13
1860, 7
1861, 3
1862, 10
1863, 8
1864, 5
1865, 6
1866, 2
1867, 2
1871, 3
1873, 1
1875, 3
1876, 3
1886, 1
1888, 4
1920, 1
1921, 2
2038, 7
2039, 1
2040, 10
2041, 6
2042, 9
2043, 3
2059, 4
2060, 4
2062, 8
2063, 2
2066, 4
2067, 20
2068, 37
2069, 31
2070, 5
2071, 3
2072, 4
2074, 10
2075, 7
2077, 8
2079, 5
2080, 1
2085, 7
2086, 1
2087, 4
2088, 4
2094, 1
2095, 7
2105, 8
2126, 2
2127, 6
2132, 1
2171, 1
2172, 7
2499, 3
2500, 2
2501, 10
2502, 5
2503, 13
2504, 9
2505, 15
2506, 8
2507, 6
2509, 12
2510, 4
2511, 6
2512, 3
2513, 10
2514, 7
2515, 7
2516, 3
2517, 4
2518, 8
2519, 9
2520, 6
2522, 11
2523, 6
2524, 17
2525, 9
2526, 8
2527, 18
2528, 3
2529, 3
2530, 4
2531, 9
2532, 7
2533, 13
2534, 11
2535, 11
2536, 6
2537, 6
2538, 5
2539, 5
2540, 3
2573, 1
2574, 7
2575, 2
2576, 3
2577, 11
2578, 1
2583, 11
2584, 4
2585, 5
2586, 4
2587, 4
2588, 7
2589, 4
2590, 6
2591, 11
2592, 6
2593, 5
2594, 6
2595, 22
2596, 11
2597, 5
2598, 6
2599, 5
2600, 10
2601, 11
2602, 12
2603, 10
2604, 2
2605, 8
2606, 28
2607, 26
2608, 7
2609, 4
2610, 10
2611, 19
2612, 17
2613, 18
2614, 9
2615, 15
2616, 7
2617, 11
2618, 5
2619, 22
2620, 3
2621, 8
2622, 11
2623, 3
2624, 24
2625, 3
2626, 3
2627, 9
2628, 13
2629, 4
2630, 2
2631, 7
2632, 2
2633, 5
2634, 3
2635, 2
2636, 6
2637, 8
2638, 8
2640, 8
2641, 7
2642, 2
2643, 10
2644, 2
2647, 1
2651, 1
2654, 2
2655, 1
2656, 5
2657, 3
2658, 4
2660, 5
2661, 7
2663, 7
2664, 2
2665, 3
2666, 3
2668, 3
2670, 5
2671, 6
2672, 9
2673, 8
2674, 7
2675, 2
2676, 1
2677, 2
2678, 11
2679, 1
2681, 3
2682, 4
2683, 3
2684, 4
2685, 3
2686, 6
2687, 4
2688, 5
2689, 3
2690, 8
2691, 5
2692, 1
2693, 11
2694, 4
2695, 9
2696, 2
2697, 2
2698, 2
2699, 4
2700, 4
2701, 5
2702, 3
2703, 3
2704, 3
2705, 8
2706, 3
2707, 3
2708, 3
2709, 3
2712, 2
2713, 3
2714, 3
2715, 3
2723, 5
2724, 4
2725, 1
2726, 2
2728, 3
2729, 6
2733, 3
2739, 3
2740, 1
2741, 3
2744, 3
2775, 3
2848, 2
2849, 1
2858, 3
2912, 2
2913, 3
2914, 1
2915, 2
2917, 1
2918, 2
2919, 3
2920, 1
2921, 7
2922, 3
2923, 6
2924, 6
2925, 2
2926, 3
2927, 7
2928, 6
2929, 2
2930, 2
2931, 2
2932, 3
2933, 5
2934, 9
2935, 7
2936, 5
2937, 13
2938, 4
2939, 3
2940, 1
2941, 8
2942, 4
2943, 6
2944, 8
2945, 4
2946, 7
2947, 4
2948, 8
2949, 7
2950, 6
2951, 11
2952, 3
2953, 1
2954, 2
2957, 2
2969, 2
2972, 2
2981, 2
2982, 1
2985, 4
2991, 1
2992, 2
2993, 1
2994, 3
2995, 1
2997, 5
2998, 5
3000, 4
3002, 3
3003, 2
3004, 5
3006, 3
3007, 3
3008, 2
3009, 5
3010, 3
3012, 1
3013, 5
3015, 1
3016, 3
3017, 3
3018, 2
3019, 5
3020, 7
3021, 8
3022, 6
3023, 4
3024, 24
3025, 9
3026, 5
3027, 6
3028, 7
3029, 5
3030, 21
3031, 6
3032, 2
3033, 23
3034, 7
3035, 22
3036, 9
3037, 15
3038, 8
3039, 10
3040, 10
3041, 2
3042, 11
3043, 17
3044, 13
3045, 19
3046, 3
3047, 14
3048, 9
3049, 9
3050, 22
3051, 15
3052, 11
3054, 5
3055, 11
3056, 17
3057, 5
3058, 18
3059, 5
3060, 8
3061, 22
3062, 3
3063, 18
3064, 6
3065, 8
3066, 2
3067, 10
3068, 6
3069, 4
3070, 6
3071, 3
3073, 4
3074, 7
3075, 8
3076, 9
3077, 7
3078, 8
3079, 8
3080, 4
3081, 5
3082, 7
3083, 14
3085, 4
3086, 12
3087, 12
3088, 7
3089, 21
3090, 5
3091, 2
3092, 13
3093, 15
3095, 8
3096, 21
3097, 12
3098, 13
3099, 17
3100, 15
3101, 17
3102, 17
3103, 22
