exp,peers,nlr,failures,numStraggler,numTnCheckpointCnt,numPrivCnt,UseSig,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,16,1,0,1,3,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,2000,32,4,256,16,true,false,131072000,30000,117,false,3515,49152,external,32,8192,3754,4096,4014.1967213114754,7371,7403,7975.753284801136,8018.143041128874,678.8555334707072,309.47390465917016,357.6599795432275,93.12338543803097,1.978319783197832,83.08130081300813,67.60257,11.918536,0.0,0,0,19180.748,19180.699,19180.748,13295.232,13295.18,12072.24392405007,12072.186302312677,12072.24392405007,10328.62112238051,10328.558768607412,6992.445774817197,6992.446895754797,2444.246175970589,2444.244637634314,None,45056,19374,7.023810660448484,6.565757079689024,6664.8353753414995,16255.35216741385,0.0,0
0001,16,1,0,1,3,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,2000,32,4,256,16,true,false,131072000,35000,136,false,4101,49152,external,32,8192,4096,4096,4096.0,6177,6208,6795.137709603659,6832.312454176646,968.2912646927184,619.2713951782529,424.6236628948402,69.3846303156541,2.439353099730458,82.95956873315365,77.044036,11.7468,1.0,1,1,21732.273,21732.228,21732.273,13195.905,13195.849,14966.016231669208,14965.959195483994,14966.016231669208,10568.707279148744,10568.646645596558,8242.881641720707,8242.882238133352,1765.756023306143,1765.7470244252286,None,52480,22085,6.664736408907496,6.340401391063277,6811.688837277424,18800.864916402767,0.0,0
0002,16,1,0,1,3,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,2000,32,4,256,16,true,false,131072000,40000,156,false,4687,49152,external,32,8192,4096,4096,4096.0,5242,5272,5871.756748670213,5893.945754768156,527.6180295981188,373.1984601007853,217.17122863886706,73.90602824606177,2.4871794871794872,82.06837606837607,97.838806,11.539171,0.0,0,0,23750.234,23750.174,23750.234,13968.591,13968.355,17959.886079670876,17959.829180634973,17959.886079670876,12442.870588988375,12442.801452403393,9350.93067392283,9350.932369385291,1760.8728467008484,1760.86192688264,None,60160,12732,7.017757780338275,6.300889365369259,6148.889429415154,11033.721573239533,0.0,0
