exp,peers,nlr,failures,numStraggler,numTnCheckpointCnt,numPrivCnt,UseSig,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size
0000,16,1,0,1,3,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,2000,32,4,256,16,true,false,131072000,30000,117,false,3515,49152,external,32,8192
