exp,peers,nlr,failures,numStraggler,numTnCheckpointCnt,numPrivCnt,UseSig,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,16,1,0,0,3,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,2000,32,4,256,16,true,false,131072000,30000,117,false,3515,16384,external,32,8192,3753,4096,4014.3076923076924,7367,7405,7989.398304332386,8034.161723401865,692.546051708636,347.63596000501997,199.9279100067444,74.64487531688185,2.2997275204359675,86.0,24.078809,11.746415,0.0,0,0,11190.206,11190.161,11190.206,7728.523,7728.472,7358.026821422231,7357.970548095703,7358.026821422231,5374.998166577753,5374.939356228328,2490.6540383019815,2490.6591592350437,1545.7897367764442,1545.7986151132873,None,45056,22494,6.195184392598762,5.632986491578425,18711.888947663483,19149.672474537976,0.0,0
0001,16,1,0,0,3,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,2000,32,4,256,16,true,false,131072000,35000,136,false,4101,16384,external,32,8192,4096,4096,4096.0,6183,6211,6806.287233231707,6837.616741714032,741.2030249296294,624.3240404938796,244.6350510329176,77.00539465570338,2.1983471074380163,85.04132231404958,26.344621,11.198412,0.0,0,0,13463.902,13463.849,13463.902,9210.795,9210.749,8982.408315872714,8982.35239683689,8982.408315872714,6249.934056008982,6250.000198220763,3049.290296981812,3049.294733784979,2034.5488983021073,2034.512934281884,None,52480,23157,6.119954144299389,6.154202691830674,19920.575057807815,20678.82481909042,0.0,0
0002,16,1,0,0,3,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,4096,2000,32,4,256,16,true,false,131072000,40000,156,false,4687,16384,external,32,8192,4096,4096,4096.0,5230,5267,5868.290109707446,5894.1896804392045,822.4081585423048,742.0857714620124,138.17114380311978,69.72882825684745,2.6985915492957746,83.97464788732394,28.290207,10.376926,0.0,0,0,16627.079,16627.022,16627.079,9150.307,9150.273,10437.59643394282,10437.539672822473,10437.59643394282,6478.0213533742335,6478.103904798172,3901.737180859469,3901.7410811041345,1995.600976684142,1995.5299905123816,None,60160,23635,5.665815616598459,6.160651897081305,21265.309228737704,22776.494696020767,0.0,0
