exp,peers,nlr,failures,numStraggler,numPrivCnt,UseSig,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,12288,48,false,1440,16384,external,32,8192,768,798,824.0863309352518,0,19684,19949.121040239726,20199.602695283254,3227.404747866366,2746.1618018250633,417.5380080126538,571.1171751272642,2.565625,31.246875,14.746409,5.126964,1.0,1,1,5587.018,5586.95,5587.018,5060.528,5060.485,3361.3754239083905,3361.318147741866,3361.3754239083905,3023.6491991330504,3023.5900878450107,1462.0939869788658,1462.087585999506,1341.1107727633769,1341.0992828803599,1.9598214285714286,18688,11304,12.705573595336048,15.29364569926179,12672.915826490367,22048.136089896478,0.0,0
0001,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,24576,96,false,2880,16384,external,32,8192,1529,1592,1594.8613138686133,9126,9260,9833.999380387932,9904.174921014432,988.6816252179967,646.2558604263616,380.7150838087435,360.1523898215142,4.129139072847682,55.61258278145695,25.005993,5.304567,1.0,1,1,5729.238,5543.9,5729.238,5417.318,5417.27,3546.908344234914,3409.913424595905,3546.908344234914,3262.290910450897,3262.230291213178,2424.7756457635,1877.1344997935485,1432.8379296662445,1432.8259054676817,2.3583333333333334,37120,23797,13.915180103505469,15.12708128487441,14844.4414904859,44861.343065324654,0.0,0
0002,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,32768,128,false,3840,16384,external,32,8192,2048,2048,2074.0986842105262,6591,6667,7268.624008257772,7315.954666927389,685.7668767487129,411.4371650125538,410.25712530150884,240.76218183373933,3.903114186851211,71.47750865051903,24.930459,5.393475,1.0,1,1,7907.578,5916.09,7907.578,5573.995,5573.924,4046.6885007893457,3785.0430502954987,4046.6885007893457,3486.1367336504163,3486.0773573609285,3041.285250702547,2022.3967339947742,1423.4107814372253,1423.401558080903,3.78125,49408,31117,15.217890482156907,16.78133915086424,19818.327452374622,57693.78740051636,0.0,0
0003,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,50000,195,false,5859,16384,external,32,8192,2048,2048,2059.191256830601,3938,4000,4667.68434033703,4701.860136419546,564.0393631216909,341.72231316400246,469.3262984392892,417.61539816269374,2.3527272727272726,93.13818181818182,24.909846,5.897411,1.0,1,1,17000.759,10079.425,17000.759,6387.459,6387.41,5492.946133532423,4849.278675501279,5492.946133532423,4342.456886629214,4342.400005640449,4163.0515266394295,2292.8548142238674,1377.391978026784,1377.3876901241185,2.1055408970976255,75008,44500,17.476348756962604,21.442823122253152,30111.787925144137,75456.84029822578,0.0,0
0004,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,65536,256,false,7680,16384,external,32,8192,2048,2048,2112.223880597015,2732,2783,3478.2918222402595,3499.104688130396,356.1234366847528,305.1918563783539,438.78269169569336,461.0168745299607,1.8835616438356164,98.23630136986301,40.50016,5.770747,2.0,2,2,19972.096,10345.773,19972.096,6637.288,6637.24,7992.5311327719155,6275.6999574269485,7992.5311327719155,4566.415127211476,4566.357688264085,5782.743163725598,2501.479605506447,1297.5281389269248,1297.5246830810388,2.4395886889460154,98560,47197,16.481439811696752,21.549658453995338,24335.706328073764,81786.63871419073,0.0,0
0005,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,80000,312,false,9375,16384,external,32,8192,2048,2048,2164.1237113402062,2034,2087,2798.193863272921,2814.7950426766815,329.4758362290392,300.55183727346986,438.8447750609491,453.60065239606877,1.9405594405594406,98.3951048951049,40.582866,5.804318,2.0,2,2,25262.749,15253.113,25262.749,7701.719,7701.667,10936.492950151585,8193.046639583888,10936.492950151585,5559.967882843116,5559.90926161664,6717.540418182631,2962.287533384639,1376.0332714651367,1376.0321204778465,2.2738095238095237,120064,46442,16.885194597356424,21.36732838565869,29584.899203521014,80012.8456090793,0.0,0
0006,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,100000,390,false,11718,16384,external,32,8192,2048,2048,2146.566844919786,1373,1430,2135.381232668515,2124.952707356269,1196.0877664306154,1482.8094110105174,427.13402351513673,422.7103372488584,2.017361111111111,98.43055555555556,45.950762,5.70389,2.0,2,2,31223.204,15819.676,31223.204,8159.087,8159.029,14993.390811493442,10175.469669348604,14993.390811493442,6012.065551361466,6012.007745924206,8943.628559482113,3959.3796724607832,1478.2536312898026,1478.2542553129688,2.2474747474747474,150016,46494,17.312318912710882,20.811263100105847,32647.119105445956,81512.79214711364,0.0,0
0007,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,110000,429,false,12890,16384,external,32,8192,2048,2048,2156.936170212766,1151,1207,1953.9962635869565,1963.7224782591272,307.7650736416688,296.6222770320292,459.6415945448772,444.02143364359245,1.9894736842105263,98.41754385964913,45.814393,5.654698,2.0,2,2,29794.454,20489.19,29794.454,8517.334,8517.266,16414.79948543648,11284.915386057599,16414.79948543648,6357.8140609561315,6357.75408662072,9123.849072129302,4580.639692885994,1515.6941294397004,1515.6960167774453,2.1610576923076925,164864,45705,18.574525873617997,20.772523520186972,35985.1979267738,80826.59763616024,0.0,0
0008,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,120000,468,false,14062,16384,external,32,8192,2048,2048,2153.5670103092784,955,1016,1766.610125133357,1778.5009639987027,304.71553607733455,292.2908854515771,409.0636295271212,438.09222127557325,2.13986013986014,98.70979020979021,51.42371,5.624403,2.0,2,2,40663.524,20643.427,40663.524,8504.256,8504.21,18742.305891597392,11991.705732508002,18742.305891597392,6461.932290429764,6461.872520154768,10646.383644556761,5104.737580999967,1537.4084380439467,1537.4118470751712,2.2764857881136953,179968,45746,17.171210624138336,21.07972525946534,34997.08597454365,81334.85456145302,0.0,0
0009,16,1,0,1,10,false,Straggler,60000,1,1gbit,1,Pbft,32,8,256,32,Simple,512,2048,1000,32,4,256,16,true,false,131072000,130000,507,false,15234,16384,external,32,8192,2048,2048,2155.2251308900522,784,845,1606.7130779812746,1618.724899581413,303.4747120760583,291.69686515841136,402.0134829590352,487.50543654734184,2.1742160278745644,98.7979094076655,56.272955,6.494151,3.0,3,3,44210.891,20845.921,44210.891,9758.325,9758.275,22218.263941503777,12565.794278878533,22218.263941503777,7137.39113541805,7137.330239676006,12585.684865252677,5212.8658568690125,2069.352606239936,2069.3575701254485,2.2062350119904077,194816,45186,15.992562858752114,21.030262658071052,34619.82758858141,69579.53395293704,0.0,0
